"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","254","132","121","1",".",".","101","72","49.5",".",".","84",".","170","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","65","261","37","1","1","202","102","63",".","30","43","54","236","2"
"17140","Cincinnati, OH-KY-IN","365","130","218","17",".",".","146","84","55",".","2","105","24","233","1"
"21140","Elkhart-Goshen, IN","240","181","58","1",".",".","103","65.5","39",".",".","151",".","89","."
"21780","Evansville, IN-KY","365","169","188","8",".",".","128","80","52",".","2","97","61","205","."
"23060","Fort Wayne, IN","365","134","228","3",".",".","121","80","58","19",".","39",".","304","3"
"26540","Huntington, IN","183","158","25",".",".",".","80","51","39",".",".","183",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","365","98","241","25","1",".","151","93","59",".",".","77","52","235","1"
"27540","Jasper, IN","358","229","86","40","3",".","178","105","29.5",".",".",".","275","83","."
"29020","Kokomo, IN","110","70","40",".",".",".","96","65.5","41.5",".",".",".",".","110","."
"29200","Lafayette-West Lafayette, IN","326","200","126",".",".",".","96","67","46",".",".","110",".","216","."
"31140","Louisville/Jefferson County, KY-IN","365","97","230","36","2",".","200","101","60",".","4","55","98","208","."
"33140","Michigan City-La Porte, IN","364","295","66","3",".",".","133","61","32.5",".",".","166","122","76","."
"34620","Muncie, IN","242","168","73","1",".",".","101","67","44",".",".","156",".","86","."
"35220","New Castle, IN","118","75","43",".",".",".","91","63","41",".",".",".",".","118","."
"39980","Richmond, IN","362","342","17","3",".",".","108","31","4",".",".",".","362",".","."
"42980","Seymour, IN","183","160","22","1",".",".","119","58","40",".",".","183",".",".","."
"43780","South Bend-Mishawaka, IN-MI","365","192","166","7",".",".","129","77","48",".","36","98",".","231","."
"45460","Terre Haute, IN","365","228","110","27",".",".","150","92","44",".",".","103","164","97","1"
"47180","Vincennes, IN","357","284","71","2",".",".","112","60","38",".",".","277",".","80","."
"47340","Wabash, IN","357","321","36",".",".",".","100","51","33",".",".","357",".",".","."
"47780","Washington, IN","353","289","37","27",".",".","145","79","9",".",".",".","353",".","."
