"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11620","Ardmore, OK","298","249","46","3",".",".","129","61","41",".",".","255",".","43","."
"12780","Bartlesville, OK","274","215","59",".",".",".","100","58","42",".",".","181",".","93","."
"22900","Fort Smith, AR-OK","361","331","30",".",".",".","74","49","37",".","56","232",".","67","6"
"30020","Lawton, OK","366","309","57",".",".",".","90","54","40",".",".","283",".","83","."
"32540","McAlester, OK","366","307","59",".",".",".","83","55","40",".",".","244",".","122","."
"33060","Miami, OK","366","296","70",".",".",".","79","56","40",".",".","143",".","221","2"
"34780","Muskogee, OK","364","350","13","1",".",".","101","35","18",".",".",".","70",".","294"
"36420","Oklahoma City, OK","366","264","99","3",".",".","129","66","44",".","23","224",".","117","2"
"38620","Ponca City, OK","361","252","106","3",".",".","126","59","43",".",".","122","5","234","."
"45140","Tahlequah, OK","269","250","19",".",".",".","77","49","38",".",".","269",".",".","."
"46140","Tulsa, OK","366","233","130","2","1",".","164","67","46",".","1","208",".","157","."
"48220","Weatherford, OK","360","357","3",".",".",".","64","24.5","15",".",".",".",".",".","360"
