"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14500","Boulder, CO","365","218","125","19","3",".","156","93","45",".",".","333",".","31","1"
"14720","Breckenridge, CO","326","317","9",".",".",".","64","29","13",".",".",".",".",".","326"
"15860","Ca¤on City, CO","56","56",".",".",".",".","29","23","16.5",".",".",".",".",".","56"
"17820","Colorado Springs, CO","365","230","125","10",".",".","129","80","46","1",".","337",".","23","4"
"19740","Denver-Aurora-Lakewood, CO","365","82","191","68","23","1","201","133","71",".","69","215","3","58","20"
"20420","Durango, CO","365","211","148","6",".",".","140","77","48",".","11","353",".","1","."
"22660","Fort Collins, CO","365","186","144","33","2",".","156","100","50","1",".","344",".","20","."
"24060","Glenwood Springs, CO","362","170","178","13","1",".","166","90","54",".",".","291",".",".","71"
"24300","Grand Junction, CO","365","246","117","2",".",".","114","65","44","2",".","133",".","52","178"
"24540","Greeley, CO","365","224","125","16",".",".","139","93","45","17",".","299",".","47","2"
"39380","Pueblo, CO","128","120","8",".",".",".","70","46","28",".",".",".",".","99","29"
"44460","Steamboat Springs, CO","357","340","17",".",".",".","73","36","19",".",".",".",".",".","357"
