"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","201","160","4",".",".","108","74","49",".","1","257",".","55","52"
"16100","Carlsbad-Artesia, NM","356","262","94",".",".",".","97","67","43",".","3","353",".",".","."
"19700","Deming, NM","355","351","4",".",".",".","75","27","16",".","49",".",".",".","306"
"21580","Espa¤ola, NM","361","300","61",".",".",".","90","58","42",".",".","360",".","1","."
"22140","Farmington, NM","365","264","99","2",".",".","115","67","44",".","19","342",".","4","."
"26020","Hobbs, NM","361","287","73",".","1",".","157","64","40",".","5","334",".","22","."
"29740","Las Cruces, NM","365","174","179","11","1",".","157","82","51",".","2","219",".","89","55"
"31060","Los Alamos, NM","114","114",".",".",".",".","33","19","10",".",".",".",".","114","."
"40740","Roswell, NM","114","111","3",".",".",".","69","36","17",".",".",".",".","114","."
"40760","Ruidoso, NM","114","112","2",".",".",".","52","23","11",".",".",".",".","114","."
"42140","Santa Fe, NM","365","311","54",".",".",".","80","58","42",".",".","362",".","3","."
"43500","Silver City, NM","114","114",".",".",".",".","0","0","0",".",".",".","114",".","."
"45340","Taos, NM","363","361","2",".",".",".","63","25","13",".",".",".",".","363","."
