"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","343","330","13",".",".",".","64","38","22",".",".",".",".","343","."
"13380","Bellingham, WA","331","310","21",".",".",".","89","44","30",".",".","129",".","202","."
"14740","Bremerton-Silverdale, WA","358","349","9",".",".",".","82","33","18",".",".",".",".","358","."
"16500","Centralia, WA","361","338","22",".","1",".","153","42","23",".",".",".",".","361","."
"21260","Ellensburg, WA","363","296","63","2","2",".","157","60","21",".",".",".",".","363","."
"28420","Kennewick-Richland, WA","362","290","62","8","1","1","485","62","30.5",".",".","79",".","250","33"
"30300","Lewiston, ID-WA","348","276","58","7","5","2","302","60","26",".",".",".",".","348","."
"31020","Longview, WA","362","341","20","1",".",".","109","44","20",".",".",".",".","362","."
"34180","Moses Lake, WA","360","321","35","3","1",".","152","52","23",".",".",".",".","360","."
"34580","Mount Vernon-Anacortes, WA","365","335","29","1",".",".","116","47","35",".","1","204",".","160","."
"36500","Olympia-Tumwater, WA","357","312","45",".",".",".","99","52","31",".",".","144",".","213","."
"36830","Othello, WA","356","325","26","2","3",".","161","48","20",".",".",".",".","356","."
"38820","Port Angeles, WA","364","318","46",".",".",".","77","53","38","1",".","237",".","126","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","249","109","4","3",".","172","70","41",".","7","180",".","177","1"
"39420","Pullman, WA","362","327","27","7","1",".","176","49","20",".",".",".",".","362","."
"42660","Seattle-Tacoma-Bellevue, WA","365","189","158","15","3",".","162","77","49",".","47","126",".","192","."
"43220","Shelton, WA","362","343","18","1",".",".","102","43","22",".",".",".",".","362","."
"44060","Spokane-Spokane Valley, WA","364","219","127","14","4",".","167","75","46","1",".","126",".","201","36"
"47460","Walla Walla, WA","362","331","27","3","1",".","152","49","20",".",".",".",".","362","."
"48300","Wenatchee, WA","362","289","70","3",".",".","148","60","25",".",".",".",".","362","."
"49420","Yakima, WA","363","236","107","16","4",".","181","85","36",".",".",".",".","360","3"
