"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","161","200","4",".",".","108","77","53",".",".","247",".","69","49"
"16100","Carlsbad-Artesia, NM","365","212","134","17","2",".","174","90","47",".",".","364",".","1","."
"19700","Deming, NM","361","349","10","1",".","1","617","29","12",".",".",".",".",".","361"
"21580","Espa¤ola, NM","358","315","43",".",".",".","90","54","43",".",".","354",".","4","."
"22140","Farmington, NM","365","208","157",".",".",".","97","90","49",".","2","363",".",".","."
"26020","Hobbs, NM","365","252","109","4",".",".","140","71","45",".","4","302",".","59","."
"29740","Las Cruces, NM","365","170","171","17","3","4","630","87","51",".","7","261",".","25","72"
"31060","Los Alamos, NM","117","117",".",".",".",".","32","15","9",".",".",".",".","117","."
"40740","Roswell, NM","118","117","1",".",".",".","52","32","15.5",".",".",".",".","118","."
"40760","Ruidoso, NM","107","107",".",".",".",".","31","21","10",".",".",".",".","107","."
"42140","Santa Fe, NM","362","274","87","1",".",".","101","67","44",".",".","352",".","10","."
"45340","Taos, NM","358","334","24",".",".",".","70","42","15",".",".",".",".","358","."
