"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","365","316","49",".",".",".","71","54","21",".",".",".",".","365","."
"13380","Bellingham, WA","348","317","31",".",".",".","75","49","28",".",".","102",".","246","."
"14740","Bremerton-Silverdale, WA","349","341","8",".",".",".","75","40","17",".",".",".",".","349","."
"16500","Centralia, WA","330","287","43",".",".",".","80","53","23",".",".",".",".","330","."
"21260","Ellensburg, WA","348","292","56",".",".",".","93","57","18",".",".",".",".","348","."
"28420","Kennewick-Richland, WA","365","304","58","2",".","1","515","57","25",".",".",".",".","320","45"
"30300","Lewiston, ID-WA","323","252","71",".",".",".","98","62","31",".",".",".",".","323","."
"31020","Longview, WA","365","317","48",".",".",".","82","54","22",".",".",".",".","365","."
"34180","Moses Lake, WA","337","294","43",".",".",".","85","53","24",".",".",".",".","337","."
"34580","Mount Vernon-Anacortes, WA","365","344","21",".",".",".","60","46","32",".","2","167",".","196","."
"36500","Olympia-Tumwater, WA","364","289","72","3",".",".","132","62","32",".",".","140",".","224","."
"36830","Othello, WA","342","333","9",".",".",".","59","30","15",".",".",".",".","342","."
"38820","Port Angeles, WA","365","323","42",".",".",".","83","53","35",".",".","234",".","131","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","234","114","13","4",".","157","76","41",".","3","169",".","193","."
"39420","Pullman, WA","365","334","31",".",".",".","72","48","23",".",".",".",".","365","."
"42660","Seattle-Tacoma-Bellevue, WA","365","192","165","8",".",".","149","79","50",".",".","99",".","266","."
"43220","Shelton, WA","336","271","65",".",".",".","75","57","25",".",".",".",".","336","."
"44060","Spokane-Spokane Valley, WA","365","210","152","2","1",".","175","71","46",".",".","135",".","213","17"
"47460","Walla Walla, WA","365","317","46","2",".",".","104","54","23",".",".",".",".","365","."
"48300","Wenatchee, WA","365","275","90",".",".",".","99","65","27",".",".",".",".","365","."
"49420","Yakima, WA","365","232","115","14","4",".","156","80","40",".",".",".",".","337","28"
