"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","363","262","101",".",".",".","100","67","46",".",".","340",".","16","7"
"29420","Lake Havasu City-Kingman, AZ","111","99","12",".",".",".","72","51","20",".",".",".",".","65","46"
"35700","Nogales, AZ","346","198","146","1","1",".","183","75","46",".",".",".",".","25","321"
"37740","Payson, AZ","365","108","142","100","15",".","200","131","72",".",".","82","242","3","38"
"38060","Phoenix-Mesa-Scottsdale, AZ","365","25","262","61","10","7","1341","119","79",".","23","93",".","15","234"
"39140","Prescott, AZ","264","225","39",".",".",".","87","54","43",".",".","210",".","51","3"
"43320","Show Low, AZ","365","279","86",".",".",".","97","61","44",".",".","354",".","5","6"
"43420","Sierra Vista-Douglas, AZ","363","266","96","1",".",".","129","62","45",".",".","332",".","19","12"
"46060","Tucson, AZ","365","220","143","1","1",".","158","71","48",".","13","276",".","13","63"
"49740","Yuma, AZ","363","252","102","8","1",".","176","69","43",".",".","139",".","24","200"
