"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11540","Appleton, WI","256","185","70",".","1",".","152","64","42",".",".","181",".","75","."
"12660","Baraboo, WI","361","300","59","2",".",".","115","58","38",".",".","294",".","67","."
"13180","Beaver Dam, WI","366","289","76","1",".",".","119","63","38.5",".",".","280",".","81","5"
"16980","Chicago-Naperville-Elgin, IL-IN-WI","366","32","272","62",".",".","144","105","76",".","125","36","72","128","5"
"20260","Duluth, MN-WI","366","272","93","1",".",".","139","62","41",".",".","172",".","194","."
"22540","Fond du Lac, WI","205","180","25",".",".",".","97","54","40",".",".","205",".",".","."
"24580","Green Bay, WI","366","204","151","11",".",".","143","77","47",".",".","105","73","188","."
"27020","Iron Mountain, MI-WI","207","186","21",".",".",".","90","51","37",".",".","207",".",".","."
"27500","Janesville-Beloit, WI","194","156","38",".",".",".","93","64","42",".",".","194",".",".","."
"29100","La Crosse-Onalaska, WI-MN","324","261","61","2",".",".","122","61","40",".",".","250",".","74","."
"31540","Madison, WI","358","210","145","3",".",".","127","73","47",".",".","157",".","198","3"
"31820","Manitowoc, WI","239","180","57","2",".",".","118","63","40",".","1","157",".","81","."
"33340","Milwaukee-Waukesha-West Allis, WI","366","243","117","5","1",".","156","78","42",".","53","204",".","105","4"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","366","183","179","4",".",".","137","77","50.5",".","1","105","8","246","6"
"38420","Platteville, WI","116","61","53","2",".",".","143","70","48",".",".",".",".","116","."
"39540","Racine, WI","183","156","27",".",".",".","100","61","39",".",".","183",".",".","."
"43100","Sheboygan, WI","184","145","32","7",".",".","129","74","42",".",".","184",".",".","."
"48020","Watertown-Fort Atkinson, WI","200","166","34",".",".",".","93","59.5","41",".",".","200",".",".","."
"48140","Wausau, WI","215","192","22","1",".",".","108","51","39",".",".","215",".",".","."
"48580","Whitewater-Elkhorn, WI","191","152","37","2",".",".","105","61","42",".",".","191",".",".","."
