"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","221","189","32",".",".",".","66","53","33",".",".",".",".","221","."
"16860","Chattanooga, TN-GA","362","236","124","2",".",".","108","64","45",".",".","150",".","212","."
"17300","Clarksville, TN-KY","362","297","65",".",".",".","87","54","42",".",".","216",".","146","."
"18260","Cookeville, TN","296","266","30",".",".",".","70","51","31",".",".",".",".","296","."
"20540","Dyersburg, TN","293","278","15",".",".",".","71","44","29",".",".",".",".","293","."
"27180","Jackson, TN","277","261","16",".",".",".","65","46","27",".",".",".",".","277","."
"28700","Kingsport-Bristol-Bristol, TN-VA","365","207","140","17","1",".","200","84","48",".",".","139","167","59","."
"28940","Knoxville, TN","365","253","111","1",".",".","105","64","45",".",".","245",".","120","."
"29980","Lawrenceburg, TN","234","222","12",".",".",".","81","44","25",".",".",".",".","234","."
"32820","Memphis, TN-MS-AR","365","244","117","3","1",".","161","67","44",".","5","191",".","169","."
"34100","Morristown, TN","191","148","42","1",".",".","101","61","43",".",".","191",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","365","233","131","1",".",".","133","64","45",".","14","133","2","216","."
"42940","Sevierville, TN","364","301","63",".",".",".","90","61","44",".",".","364",".",".","."
