"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14260","Boise City, ID","366","218","134","13","1",".","155","80","46",".","6","151",".","205","4"
"17660","Coeur d'Alene, ID","351","325","26",".",".",".","83","47","22",".",".",".",".","351","."
"25200","Hailey, ID","113","98","15",".",".",".","92","56","8",".",".",".",".","113","."
"26820","Idaho Falls, ID","366","331","34","1",".",".","108","50","40",".",".","294",".","72","."
"27220","Jackson, WY-ID","366","331","35",".",".",".","99","50","41",".",".","350",".","15","1"
"30300","Lewiston, ID-WA","366","312","52","2",".",".","141","54","29",".",".",".",".","366","."
"30860","Logan, UT-ID","366","272","84","10",".",".","129","69","44",".","1","229",".","134","2"
"34140","Moscow, ID","270","268","2",".",".",".","58","22","8",".",".",".",".","270","."
"38540","Pocatello, ID","366","317","49",".",".",".","84","53","30",".",".",".","80","253","33"
"41760","Sandpoint, ID","366","337","29",".",".",".","81","46","20",".",".",".",".","317","49"
"46300","Twin Falls, ID","360","356","4",".",".",".","64","32","17",".",".",".",".","360","."
