"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","366","348","18",".",".",".","81","42","20",".",".",".",".","366","."
"13380","Bellingham, WA","351","345","6",".",".",".","97","37","22",".",".","118",".","233","."
"14740","Bremerton-Silverdale, WA","317","300","17",".",".",".","68","41","19",".",".",".",".","317","."
"16500","Centralia, WA","366","338","27","1",".",".","106","44","21",".",".",".",".","366","."
"21260","Ellensburg, WA","361","291","53","11","5","1","278","66","21",".",".",".",".","361","."
"28420","Kennewick-Richland, WA","366","317","48","1",".",".","104","52","23",".",".",".",".","326","40"
"30300","Lewiston, ID-WA","366","274","82","5","5",".","188","62","29.5",".",".",".",".","366","."
"31020","Longview, WA","351","332","19",".",".",".","70","42","20",".",".",".",".","351","."
"34180","Moses Lake, WA","365","331","34",".",".",".","95","49","22",".",".",".",".","365","."
"34580","Mount Vernon-Anacortes, WA","366","363","3",".",".",".","71","40","29",".","59","223",".","84","."
"36500","Olympia-Tumwater, WA","361","301","56","3","1",".","153","59","31",".",".","132",".","229","."
"36830","Othello, WA","366","350","16",".",".",".","88","38","15.5",".",".",".",".","366","."
"38820","Port Angeles, WA","366","308","58",".",".",".","81","56","38",".",".","173",".","193","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","366","272","91","3",".",".","117","67","38",".","1","191",".","174","."
"39420","Pullman, WA","366","331","31","2","2",".","155","49","19",".",".",".",".","366","."
"42660","Seattle-Tacoma-Bellevue, WA","366","234","120","11","1",".","156","72","44",".",".","151",".","215","."
"43220","Shelton, WA","366","320","45","1",".",".","116","53","24.5",".",".",".",".","366","."
"44060","Spokane-Spokane Valley, WA","366","227","137","2",".",".","112","69","44.5","1",".","123",".","225","17"
"47460","Walla Walla, WA","364","326","38",".",".",".","92","51","20.5",".",".",".",".","364","."
"48300","Wenatchee, WA","366","260","81","10","13","2","347","76","31",".",".",".",".","366","."
"49420","Yakima, WA","366","243","115","3","5",".","170","73","36",".",".",".",".","366","."
