"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10540","Albany, OR","363","294","62","6","1",".","188","62","26",".",".",".",".","363","."
"13460","Bend-Redmond, OR","362","339","23",".",".",".","79","42","17",".",".",".",".","352","10"
"18700","Corvallis, OR","359","299","58","2",".",".","106","59","15",".",".",".",".","359","."
"21660","Eugene, OR","365","247","95","22","1",".","152","83","37",".",".","132",".","233","."
"24420","Grants Pass, OR","365","277","88",".",".",".","97","70","28",".",".",".",".","365","."
"25840","Hermiston-Pendleton, OR","363","264","97","1","1",".","154","68","42",".","1","227",".","134","1"
"28900","Klamath Falls, OR","363","229","108","22","4",".","153","93","36",".",".",".",".","360","3"
"29260","La Grande, OR","350","311","39",".",".",".","87","52","21",".",".",".",".","339","11"
"32780","Medford, OR","365","243","119","3",".",".","119","77","41",".",".","143",".","215","7"
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","247","96","20","2",".","156","84","39",".","1","119",".","245","."
"40700","Roseburg, OR","360","299","61",".",".",".","91","56","24",".",".",".",".","360","."
"41420","Salem, OR","365","304","55","6",".",".","115","60","30",".",".","149",".","216","."
"45520","The Dalles, OR","362","305","57",".",".",".","94","59","21",".",".",".",".","362","."
