"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11620","Ardmore, OK","339","211","113","15",".",".","150","74","45",".",".","190",".","149","."
"20460","Durant, OK","137","113","22","2",".",".","126","71","35",".",".","137",".",".","."
"22900","Fort Smith, AR-OK","365","300","64","1",".",".","105","58","38",".","42","213",".","62","48"
"30020","Lawton, OK","365","246","113","6",".",".","119","71","44",".",".","257",".","108","."
"32540","McAlester, OK","363","234","122","7",".",".","108","67","45",".",".","203",".","160","."
"33060","Miami, OK","364","276","87","1",".",".","108","62","39",".",".","144",".","210","10"
"34780","Muskogee, OK","365","345","20",".",".",".","69","41","21",".",".",".","45",".","320"
"36420","Oklahoma City, OK","365","201","156","8",".",".","147","77","48",".","17","218",".","130","."
"38620","Ponca City, OK","365","218","143","4",".",".","115","71","46",".",".","155","7","203","."
"43060","Shawnee, OK","230","203","26","1",".",".","126","56","39",".",".","230",".",".","."
"45140","Tahlequah, OK","289","245","43","1",".",".","101","64","40",".",".","289",".",".","."
"46140","Tulsa, OK","365","185","169","11",".",".","136","79","50",".",".","172","25","168","."
