"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","365","246","107","12",".",".","129","84","47",".",".","360",".","5","."
"29420","Lake Havasu City-Kingman, AZ","117","99","18",".",".",".","70","54","22",".",".",".",".","87","30"
"35700","Nogales, AZ","356","173","168","15",".",".","140","81","51",".",".",".",".","27","329"
"37740","Payson, AZ","366","92","118","134","22",".","200","140","89.5",".",".","79","278","3","6"
"38060","Phoenix-Mesa-Scottsdale, AZ","366","43","122","117","60","24","505","186","107",".","32","72",".","17","245"
"39140","Prescott, AZ","161","123","35","3",".",".","101","77","25",".",".","55",".","104","2"
"43320","Show Low, AZ","345","219","121","5",".",".","115","77","47",".",".","334",".","11","."
"43420","Sierra Vista-Douglas, AZ","363","235","125","3",".",".","150","74","46",".",".","331",".","22","10"
"46060","Tucson, AZ","366","201","148","17",".",".","133","90","48.5",".","23","289",".","11","43"
"49740","Yuma, AZ","360","220","116","23",".","1","245","85.5","44.5",".",".","154",".","26","180"
