"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"15980","Cape Coral-Fort Myers, FL","366","315","51",".",".",".","97","52","38",".",".","249",".","115","2"
"18880","Crestview-Fort Walton Beach-Destin, FL","366","334","32",".",".",".","87","50","33",".",".","366",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL","366","302","62","2",".",".","112","56","39",".",".","212",".","154","."
"23540","Gainesville, FL","363","317","43","1","2",".","157","51","36",".",".","250",".","113","."
"26140","Homosassa Springs, FL","121","115","6",".",".",".","85","44","27",".",".",".",".","121","."
"27260","Jacksonville, FL","366","285","76","4","1",".","165","58","40",".","1","220","36","107","2"
"29380","Lake City, FL","365","316","47","1","1",".","153","54","36",".",".","263",".","102","."
"29460","Lakeland-Winter Haven, FL","366","283","78","4","1",".","154","61","40.5",".",".","189",".","177","."
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","366","242","120","4",".",".","147","68","44",".","3","138",".","225","."
"34940","Naples-Immokalee-Marco Island, FL","365","319","46",".",".",".","84","54","37",".",".","202",".","163","."
"35840","North Port-Sarasota-Bradenton, FL","366","254","109","3",".",".","119","67","44",".",".","187",".","179","."
"36100","Ocala, FL","366","297","69",".",".",".","84","56","39",".",".","174",".","192","."
"36740","Orlando-Kissimmee-Sanford, FL","366","300","59","7",".",".","140","61","41",".",".","229",".","136","1"
"37260","Palatka, FL","364","360","4",".",".",".","72","27","17",".",".",".","31",".","333"
"37340","Palm Bay-Melbourne-Titusville, FL","366","298","65","3",".",".","122","58","40",".",".","231",".","135","."
"37460","Panama City, FL","366","302","64",".",".",".","100","60","38",".",".","229",".","137","."
"37860","Pensacola-Ferry Pass-Brent, FL","366","263","99","4",".",".","115","71","43",".",".","201","1","164","."
"38940","Port St. Lucie, FL","366","301","64","1",".",".","122","57","40",".",".","229",".","137","."
"42680","Sebastian-Vero Beach, FL","358","324","33","1",".",".","105","50","37",".",".","358",".",".","."
"42700","Sebring, FL","352","337","15",".",".",".","84","47","34",".",".","352",".",".","."
"45220","Tallahassee, FL","366","268","94","4",".",".","147","63","41",".",".","173",".","193","."
"45300","Tampa-St. Petersburg-Clearwater, FL","366","234","114","18",".",".","147","79","46",".",".","163","21","182","."
