"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"15980","Cape Coral-Fort Myers, FL","366","331","32","3",".",".","119","50","35",".",".","321",".","31","14"
"18880","Crestview-Fort Walton Beach-Destin, FL","28","28",".",".",".",".","41","35","28",".",".","28",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL","366","278","88",".",".",".","100","58","41",".",".","177",".","184","5"
"23540","Gainesville, FL","366","325","39","2",".",".","119","54","35",".",".","295",".","49","22"
"26140","Homosassa Springs, FL","122","107","15",".",".",".","76","52","33",".",".",".",".","122","."
"27260","Jacksonville, FL","366","209","143","14",".",".","132","74","48",".","5","137","31","189","4"
"29380","Lake City, FL","364","205","159",".",".",".","100","67","48",".",".","104",".","260","."
"29460","Lakeland-Winter Haven, FL","366","270","91","5",".",".","126","61","42",".",".","189",".","177","."
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","366","227","131","6","2",".","169","68","45",".","1","102","1","260","2"
"34940","Naples-Immokalee-Marco Island, FL","359","299","56","4",".",".","115","58","38",".",".","195",".","164","."
"35840","North Port-Sarasota-Bradenton, FL","366","293","65","7","1",".","159","61","41",".",".","234",".","132","."
"36100","Ocala, FL","366","280","82","4",".",".","108","61","39",".",".","198",".","168","."
"36740","Orlando-Kissimmee-Sanford, FL","366","251","109","6",".",".","147","67","44",".","2","162",".","202","."
"37260","Palatka, FL","365","355","9",".","1",".","157","31","19",".",".",".","56",".","309"
"37340","Palm Bay-Melbourne-Titusville, FL","366","281","82","3",".",".","122","58","41",".",".","195","3","168","."
"37460","Panama City, FL","366","290","67","9",".",".","150","69","38",".",".","300",".","61","5"
"37860","Pensacola-Ferry Pass-Brent, FL","366","191","145","27","3",".","154","93","49",".",".","147","50","169","."
"38940","Port St. Lucie, FL","366","286","79","1",".",".","105","57","39",".",".","141",".","225","."
"42680","Sebastian-Vero Beach, FL","349","307","38","4",".",".","126","54","37",".",".","349",".",".","."
"42700","Sebring, FL","363","340","18","5",".",".","122","47","33",".",".","363",".",".","."
"45220","Tallahassee, FL","366","170","185","11",".",".","129","75","52",".",".","77",".","289","."
"45300","Tampa-St. Petersburg-Clearwater, FL","366","162","177","24","3",".","187","93","52",".","1","126","79","160","."
