"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","88","272","5",".",".","146","80","60",".","5","184",".","124","52"
"16100","Carlsbad-Artesia, NM","365","290","73","2",".",".","101","65","38",".","2","332",".","31","."
"19700","Deming, NM","365","342","19","2",".","2","420","47","39",".","7","315",".",".","43"
"21580","Espa¤ola, NM","104","104",".",".",".",".","41","16","9",".",".",".",".","104","."
"22140","Farmington, NM","365","237","108","13","5","2","251","85","45",".","22","318","11","12","2"
"23700","Gallup, NM","269","269",".",".",".",".","31","19","12",".",".",".",".",".","269"
"26020","Hobbs, NM","365","349","16",".",".",".","64","44","35",".","23","274",".","65","3"
"29740","Las Cruces, NM","365","143","210","7","1","4","671","84","54",".","7","198",".","49","111"
"31060","Los Alamos, NM","112","112",".",".",".",".","30","16","10",".",".",".",".","112","."
"40740","Roswell, NM","128","125","3",".",".",".","72","35","20",".",".",".",".","112","16"
"40760","Ruidoso, NM","103","102",".","1",".",".","127","22","11",".",".",".",".","103","."
"42140","Santa Fe, NM","365","306","58","1",".",".","101","54","44",".",".","358",".","7","."
"43500","Silver City, NM","365","293","70","2",".",".","126","61","45",".",".","360",".","4","1"
"45340","Taos, NM","355","353","2",".",".",".","62","27","15",".",".",".",".","332","23"
