"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","366","177","182","6","1",".","164","78","52","19",".","84","83","180","."
"11780","Ashtabula, OH","366","301","56","7","2",".","179","77","31",".",".","209","157",".","."
"11900","Athens, OH","55","44","11",".",".",".","68","56","34",".",".",".",".","55","."
"15940","Canton-Massillon, OH","366","176","169","20","1",".","192","84","51.5",".",".","153",".","213","."
"17140","Cincinnati, OH-KY-IN","366","88","219","50","8","1","202","115","62",".",".","120","46","195","5"
"17460","Cleveland-Elyria, OH","366","82","217","54","12","1","203","119","67.5","6","1","98","73","179","9"
"18140","Columbus, OH","366","194","143","26","2","1","201","97","49",".",".","165",".","198","3"
"19380","Dayton, OH","366","156","185","24","1",".","177","90","54",".",".","159","1","206","."
"26580","Huntington-Ashland, WV-KY-OH","366","208","145","12","1",".","161","80","48",".","1","156","1","203","5"
"30620","Lima, OH","366","262","81","22","1",".","169","90","39",".",".","203","3","160","."
"31930","Marietta, OH","214","134","73","7",".",".","150","90","47",".",".","214",".",".","."
"34540","Mount Vernon, OH","214","135","71","7","1",".","182","87","45",".",".","214",".",".","."
"35420","New Philadelphia-Dover, OH","292","288","4",".",".",".","81","27","10.5",".",".",".","292",".","."
"39020","Portsmouth, OH","366","332","34",".",".",".","69","49","20",".",".",".","22","114","230"
"41400","Salem, OH","365","364","1",".",".",".","67","21","6",".",".",".","309",".","56"
"44220","Springfield, OH","366","194","150","21","1",".","172","87","50",".",".","150","3","213","."
"45780","Toledo, OH","366","207","133","23","3",".","174","84","47",".",".","139",".","210","17"
"47920","Washington Court House, OH","350","265","75","9","1",".","200","77","38",".",".","350",".",".","."
"48260","Weirton-Steubenville, WV-OH","366","141","191","33","1",".","167","95","56",".",".","110","58","197","1"
"48540","Wheeling, WV-OH","366","141","213","11","1",".","154","85","55",".",".","121","38","207","."
"48940","Wilmington, OH","214","123","77","10","4",".","187","97","49",".",".","214",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","366","144","197","20","5",".","187","90","55",".",".","137","10","218","1"
