"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11620","Ardmore, OK","270","174","80","15","1",".","172","91.5","46",".",".","270",".",".","."
"22900","Fort Smith, AR-OK","365","265","97","3",".",".","122","68","40",".","3","192",".","95","75"
"30020","Lawton, OK","364","304","54","6",".",".","133","64","38",".",".","330",".","34","."
"32540","McAlester, OK","356","272","78","6",".",".","129","67","39",".",".","293",".","63","."
"33060","Miami, OK","364","217","140","7",".",".","115","74","45",".",".","110",".","196","58"
"34780","Muskogee, OK","365","298","66","1",".",".","104","58","30",".",".",".","29","109","227"
"36420","Oklahoma City, OK","365","192","163","8","2",".","159","75","49",".","20","159",".","186","."
"38620","Ponca City, OK","365","271","90","3","1",".","161","66","40","1",".","210","24","52","78"
"45140","Tahlequah, OK","365","283","76","6",".",".","129","67","38",".","46","250","4","39","26"
"46140","Tulsa, OK","365","147","197","19","2",".","174","84","54",".","1","138","51","173","2"
