"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","357","250","102","5",".",".","126","67","44",".",".","345",".","12","."
"29420","Lake Havasu City-Kingman, AZ","365","356","9",".",".",".","77","31","18",".",".",".",".","20","345"
"35700","Nogales, AZ","365","267","94","2","2",".","199","69","34",".",".",".",".","131","234"
"37740","Payson, AZ","365","97","129","117","22",".","200","135","79",".",".","65","254","2","44"
"38060","Phoenix-Mesa-Scottsdale, AZ","365","22","224","85","18","16","881","147","83",".","3","106",".","65","191"
"39140","Prescott, AZ","280","185","89","6",".",".","140","77","44",".",".","242",".","38","."
"43320","Show Low, AZ","365","272","91","2",".",".","101","64","44",".",".","358",".","1","6"
"43420","Sierra Vista-Douglas, AZ","365","225","135","5",".",".","137","67","47",".",".","256",".","21","88"
"46060","Tucson, AZ","365","221","141","3",".",".","129","74","48",".","3","243",".","31","88"
"49740","Yuma, AZ","365","221","127","12","3","2","284","84","47",".",".","191",".","53","121"
