"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","158","173","25","9",".","200","97","55",".","11","72","97","169","16"
"11020","Altoona, PA","365","296","65","4",".",".","133","64","39",".","76","181","100",".","8"
"16540","Chambersburg-Waynesboro, PA","213","172","40","1",".",".","101","61","42",".",".","213",".",".","."
"20180","DuBois, PA","205","160","40","5",".",".","136","71","41",".",".","205",".",".","."
"20700","East Stroudsburg, PA","211","162","42","7",".",".","140","71","41",".",".","211",".",".","."
"21500","Erie, PA","365","220","134","10","1",".","161","77","45",".","25","125","44","171","."
"23900","Gettysburg, PA","365","204","148","13",".",".","132","86","46",".",".","171",".","194","."
"25420","Harrisburg-Carlisle, PA","365","164","180","20","1",".","156","92","54",".","15","110","15","225","."
"26860","Indiana, PA","365","251","99","14","1",".","154","81","41",".","21","172","172",".","."
"27780","Johnstown, PA","365","234","114","17",".",".","119","82","44",".","59","133","81","80","12"
"29540","Lancaster, PA","365","227","110","24","4",".","169","93","44",".","66","160","54","77","8"
"35260","New Castle, PA","365","288","71","6",".",".","132","67","38",".","87","146","90",".","42"
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","71","226","47","19","2","226","124","67",".","42","105","45","173","."
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","365","76","208","62","17","2","210","126","69",".","14","93","84","173","1"
"38300","Pittsburgh, PA","365","43","205","98","19",".","200","136","79",".","3","47","162","153","."
"39060","Pottsville, PA","365","353","10","2",".",".","104","30","11","33",".",".","332",".","."
"39740","Reading, PA","313","206","89","16","2",".","156","87","42",".","48","157","23","82","3"
"41260","St. Marys, PA","355","312","37","6",".",".","150","58","35",".",".","355",".",".","."
"42540","Scranton--Wilkes-Barre--Hazleton, PA","365","228","127","10",".",".","140","76","44",".","35","124","12","190","4"
"43740","Somerset, PA","348","278","62","8",".",".","112","74","37",".",".","348",".",".","."
"44300","State College, PA","365","209","142","14",".",".","126","86","47",".","3","187","1","174","."
"47620","Warren, PA","365","241","56","54","14",".","176","115","27",".",".",".","365",".","."
"48700","Williamsport, PA","361","305","51","5",".",".","133","61","31",".",".","199","152",".","10"
"49620","York-Hanover, PA","365","223","124","17","1",".","157","89","44",".","108","122","51","78","6"
"49660","Youngstown-Warren-Boardman, OH-PA","365","180","165","17","3",".","174","90","51",".",".","148","29","188","."
