"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","365","344","18","2","1",".","159","43","20",".",".",".",".","365","."
"13380","Bellingham, WA","365","243","106","13","3",".","178","79","37",".",".","59","184","122","."
"14740","Bremerton-Silverdale, WA","360","342","13","5",".",".","144","34.5","14.5",".",".",".",".","360","."
"16500","Centralia, WA","365","327","35","1","2",".","159","52","19",".",".",".",".","365","."
"21260","Ellensburg, WA","355","274","65","11","3","2","216","71","29",".",".",".",".","355","."
"28420","Kennewick-Richland, WA","365","271","79","10","5",".","190","71","36",".",".","96",".","249","20"
"30300","Lewiston, ID-WA","365","270","76","10","6","3","261","71","31",".",".",".",".","365","."
"31020","Longview, WA","365","326","37","1","1",".","155","51","19",".",".",".",".","365","."
"34180","Moses Lake, WA","365","314","41","4","6",".","185","56","21",".","5",".",".","360","."
"34580","Mount Vernon-Anacortes, WA","365","349","16",".",".",".","99","44","32",".","3","213","2","147","."
"36500","Olympia-Tumwater, WA","363","308","51","2","2",".","156","57","30",".",".","133",".","230","."
"36830","Othello, WA","357","329","17","5","6",".","190","40","13",".",".",".",".","357","."
"38820","Port Angeles, WA","365","293","64","4","4",".","178","60","38",".",".","207",".","158","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","267","82","10","5","1","212","76","40",".","16","191",".","158","."
"39420","Pullman, WA","365","328","27","5","5",".","192","52","18",".",".",".",".","365","."
"42660","Seattle-Tacoma-Bellevue, WA","365","222","119","13","10","1","202","89","47",".","21","178",".","166","."
"43220","Shelton, WA","363","325","36","1","1",".","155","51","19",".",".",".",".","363","."
"44060","Spokane-Spokane Valley, WA","365","211","135","10","6","3","254","75","46",".",".","107",".","245","13"
"47460","Walla Walla, WA","365","298","55","9","3",".","198","60","23",".",".",".",".","346","19"
"48300","Wenatchee, WA","365","282","62","9","9","3","269","69","28",".",".",".",".","365","."
"49420","Yakima, WA","365","233","103","21","5","3","283","95","36",".",".",".",".","353","12"
