"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11540","Appleton, WI","365","257","105","3",".",".","111","63","41",".",".","138",".","227","."
"12660","Baraboo, WI","365","306","56","3",".",".","115","54","36",".",".","166",".","197","2"
"13180","Beaver Dam, WI","365","280","80","5",".",".","108","61","40",".",".","242",".","122","1"
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","60","284","20","1",".","155","87","62",".","12","48","8","276","21"
"20260","Duluth, MN-WI","365","295","70",".",".",".","87","56","38",".",".","159",".","197","9"
"20740","Eau Claire, WI","354","308","46",".",".",".","93","52","35",".",".","203",".","151","."
"22540","Fond du Lac, WI","194","165","27","2",".",".","105","58","40",".",".","194",".",".","."
"24580","Green Bay, WI","365","244","113","8",".",".","129","73","42",".",".","137","41","187","."
"27500","Janesville-Beloit, WI","195","162","28","5",".",".","119","61","40",".",".","195",".",".","."
"29100","La Crosse-Onalaska, WI-MN","358","310","48",".",".",".","98","55","37",".",".","194",".","164","."
"31540","Madison, WI","365","255","107","3",".",".","112","64","42",".",".","148",".","216","1"
"31820","Manitowoc, WI","201","180","20","1",".",".","119","51","38",".",".","201",".",".","."
"33340","Milwaukee-Waukesha-West Allis, WI","365","222","134","9",".",".","129","74","46",".","12","137",".","214","2"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","216","147","2",".",".","124","71","47",".","7","114","1","238","5"
"38420","Platteville, WI","361","293","67","1",".",".","109","57","30",".",".",".",".","361","."
"43100","Sheboygan, WI","201","161","35","5",".",".","129","71","41",".",".","201",".",".","."
"48020","Watertown-Fort Atkinson, WI","195","161","30","4",".",".","126","64","42",".",".","195",".",".","."
"48140","Wausau, WI","194","179","14","1",".",".","101","49","38",".",".","194",".",".","."
"48580","Whitewater-Elkhorn, WI","193","159","30","4",".",".","140","61","40",".",".","193",".",".","."
