"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11620","Ardmore, OK","357","264","87","6",".",".","136","74","44",".",".","271",".","86","."
"20460","Durant, OK","333","293","38","2",".",".","126","51","39",".",".","333",".",".","."
"22900","Fort Smith, AR-OK","353","298","55",".",".",".","90","56","36",".","41","202",".","73","37"
"30020","Lawton, OK","365","257","107","1",".",".","105","67","44",".",".","259",".","106","."
"32540","McAlester, OK","355","269","86",".",".",".","93","59","42",".",".","186",".","169","."
"33060","Miami, OK","364","258","105","1",".",".","118","63","42",".",".","99",".","245","20"
"34780","Muskogee, OK","361","310","51",".",".",".","94","56","23",".",".",".","74",".","287"
"36420","Oklahoma City, OK","365","216","144","5",".",".","115","74","48",".","15","211",".","134","5"
"38620","Ponca City, OK","365","184","178","3",".",".","122","68","50",".",".","88","9","268","."
"45140","Tahlequah, OK","284","259","25",".",".",".","77","50","38",".",".","284",".",".","."
"46140","Tulsa, OK","365","221","142","2",".",".","112","68","45",".","2","210","1","151","1"
