"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11540","Appleton, WI","363","247","110","6",".",".","113","72","41",".",".","156",".","207","."
"12660","Baraboo, WI","313","260","50","3",".",".","115","60","35",".",".","250",".","63","."
"13180","Beaver Dam, WI","354","288","65","1",".",".","107","63","35",".",".","294","1","58","1"
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","65","261","37","1","1","202","102","63",".","30","43","54","236","2"
"20260","Duluth, MN-WI","365","276","89",".",".",".","90","64","40",".",".","163",".","198","4"
"20740","Eau Claire, WI","39","33","6",".",".",".","73","60","28",".",".",".",".","39","."
"22540","Fond du Lac, WI","202","176","26",".",".",".","97","58","37",".",".","202",".",".","."
"24580","Green Bay, WI","365","218","132","15",".",".","140","83","44",".",".","132","54","179","."
"27020","Iron Mountain, MI-WI","173","167","6",".",".",".","80","47","36",".",".","173",".",".","."
"27500","Janesville-Beloit, WI","192","163","29",".",".",".","93","54","37",".",".","192",".",".","."
"29100","La Crosse-Onalaska, WI-MN","317","264","51","2",".",".","121","58","36",".",".","251",".","66","."
"31540","Madison, WI","365","231","129","5",".",".","111","73","44",".",".","167",".","195","3"
"31820","Manitowoc, WI","247","195","47","4","1",".","156","67","37",".",".","185",".","62","."
"33340","Milwaukee-Waukesha-West Allis, WI","365","269","86","9","1",".","172","74","38",".","62","201",".","102","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","171","185","8","1",".","153","79","51","1","2","83","6","268","5"
"38420","Platteville, WI","122","80","40","2",".",".","142","70","37",".",".",".",".","122","."
"39540","Racine, WI","177","154","19","3","1",".","161","58","37",".",".","177",".",".","."
"43100","Sheboygan, WI","195","167","24","3","1",".","174","61","37",".",".","195",".",".","."
"48020","Watertown-Fort Atkinson, WI","180","149","30","1",".",".","112","64","37.5",".",".","180",".",".","."
"48140","Wausau, WI","217","200","17",".",".",".","87","49","37",".",".","217",".",".","."
"48580","Whitewater-Elkhorn, WI","201","160","39","2",".",".","119","64","39",".",".","201",".",".","."
