"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","366","238","113","15",".",".","133","80","46",".",".","353",".","13","."
"29420","Lake Havasu City-Kingman, AZ","240","235","4","1",".",".","116","34","19",".",".",".",".","53","187"
"35700","Nogales, AZ","337","229","107","1",".",".","107","62","41",".",".",".",".","25","312"
"37740","Payson, AZ","366","53","154","134","25",".","200","132","92",".",".","81","251","1","33"
"38060","Phoenix-Mesa-Scottsdale, AZ","366","23","232","92","11","8","594","133","84",".","9","132",".","43","182"
"39140","Prescott, AZ","283","206","68","9",".",".","112","74","45",".",".","239",".","43","1"
"43320","Show Low, AZ","366","245","114","7",".",".","126","80","45",".",".","351",".",".","15"
"43420","Sierra Vista-Douglas, AZ","360","208","143","9",".",".","120","84","48",".",".","319",".","26","15"
"46060","Tucson, AZ","366","183","174","9",".",".","143","84","50.5",".","13","239",".","15","99"
"49740","Yuma, AZ","366","233","107","24","2",".","166","90","46",".",".","186",".","10","170"
