"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12540","Bakersfield, CA","365","35","194","104","31","1","218","148","89",".",".","174",".","188","3"
"13860","Bishop, CA","365","231","113","10","7","4","425","86","46",".",".","283",".","28","54"
"17020","Chico, CA","365","147","209","8","1",".","169","90","54",".",".","220",".","145","."
"17340","Clearlake, CA","364","355","9",".",".",".","80","44","33",".",".","362",".","2","."
"18860","Crescent City, CA","126","123","3",".",".",".","72","23","13",".",".",".",".","93","33"
"20940","El Centro, CA","365","151","175","35","3","1","207","101","56","2","30","189",".","43","101"
"21700","Eureka-Arcata-Fortuna, CA","365","299","65","1",".",".","108","58","35","1","1","137",".","225","1"
"23420","Fresno, CA","365","53","173","114","25",".","197","147","87",".","1","213",".","145","6"
"25260","Hanford-Corcoran, CA","365","76","194","80","15",".","189","130","77",".",".","195",".","125","45"
"31080","Los Angeles-Long Beach-Anaheim, CA","365","22","240","78","25",".","197","140","77",".","18","175",".","169","3"
"31460","Madera, CA","365","66","225","64","10",".","190","119","71",".",".","189",".","169","7"
"32900","Merced, CA","364","139","177","43","5",".","164","112","58",".","1","193",".","167","3"
"33700","Modesto, CA","365","142","158","54","11",".","165","118","61",".","1","216",".","147","1"
"34900","Napa, CA","365","218","144","3",".",".","119","70","44",".","4","123",".","238","."
"37100","Oxnard-Thousand Oaks-Ventura, CA","365","182","172","10","1",".","159","77","51",".","4","226",".","129","6"
"39780","Red Bluff, CA","365","254","100","11",".",".","136","74","43",".",".","297",".","67","1"
"39820","Redding, CA","365","297","66","2",".",".","105","64","42",".",".","350",".","13","2"
"40140","Riverside-San Bernardino-Ontario, CA","365","24","183","96","57","5","455","164","97",".","7","193",".","118","47"
"40900","Sacramento--Roseville--Arden-Arcade, CA","365","108","207","44","6",".","161","110","64",".","1","213",".","146","5"
"41500","Salinas, CA","365","319","46",".",".",".","96","52","38",".","4","206",".","123","32"
"41740","San Diego-Carlsbad, CA","365","56","272","35","1","1","617","101","66","9","20","148",".","160","28"
"41860","San Francisco-Oakland-Hayward, CA","365","160","196","9",".",".","133","80","53",".","16","56",".","293","."
"41940","San Jose-Sunnyvale-Santa Clara, CA","365","189","164","11","1",".","152","84","50",".",".","183",".","181","1"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","365","103","247","15",".",".","136","90","59",".",".","172","3","160","30"
"42100","Santa Cruz-Watsonville, CA","365","280","63","22",".",".","149","83","38",".",".","237",".","128","."
"42200","Santa Maria-Santa Barbara, CA","365","237","124","4",".",".","122","64","46",".","1","247","4","109","4"
"42220","Santa Rosa, CA","365","291","74",".",".",".","85","61","36",".","1","213",".","149","2"
"43760","Sonora, CA","364","284","78","2",".",".","119","64","42.5",".",".","364",".",".","."
"44700","Stockton-Lodi, CA","365","122","210","24","9",".","157","99","57",".",".","80",".","269","16"
"46020","Truckee-Grass Valley, CA","362","207","134","21",".",".","140","91","47.5",".",".","336",".","26","."
"46380","Ukiah, CA","331","275","56",".",".",".","79","59","28",".",".","50",".","118","163"
"46700","Vallejo-Fairfield, CA","365","230","124","11",".",".","132","73","44",".","3","172",".","190","."
"47300","Visalia-Porterville, CA","365","61","166","111","26","1","201","143","84",".",".","217",".","148","."
"49700","Yuba City, CA","365","205","151","9",".",".","126","84","48",".","4","232",".","128","1"
