"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","365","229","126","10",".",".","129","77","47",".",".","337",".","13","15"
"29420","Lake Havasu City-Kingman, AZ","108","107","1",".",".",".","89","28","15",".",".",".",".","76","32"
"35700","Nogales, AZ","352","214","136","2",".",".","104","73","44",".",".",".",".","19","333"
"37740","Payson, AZ","365","97","173","91","4",".","169","117","74",".",".","87","215","2","61"
"38060","Phoenix-Mesa-Scottsdale, AZ","365","20","212","86","22","25","2212","166","87",".","6","77",".","64","218"
"39140","Prescott, AZ","243","170","70","3",".",".","126","74","44",".",".","181",".","60","2"
"43320","Show Low, AZ","365","247","117","1",".",".","105","74","46",".",".","362",".",".","3"
"43420","Sierra Vista-Douglas, AZ","352","215","126","11",".",".","119","80","47",".",".","322",".","17","13"
"46060","Tucson, AZ","365","183","162","20",".",".","144","90","50",".","9","255",".","27","74"
"49740","Yuma, AZ","363","259","90","14",".",".","140","80","40",".",".","172",".","23","168"
