"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","365","294","70","1",".",".","107","60","36","10",".","165","97","93","."
"11780","Ashtabula, OH","357","320","35","2",".",".","119","54","32",".",".","213","144",".","."
"11900","Athens, OH","56","45","11",".",".",".","67","54","28.5",".",".",".",".","56","."
"15940","Canton-Massillon, OH","365","282","81","2",".",".","108","64","41","2",".","128",".","235","."
"17140","Cincinnati, OH-KY-IN","365","96","249","20",".",".","143","90","59",".","17","89","38","220","1"
"17460","Cleveland-Elyria, OH","365","158","189","16","2",".","173","87","54","4","7","81","60","195","18"
"18140","Columbus, OH","365","214","144","7",".",".","115","71","47",".","14","127","1","222","1"
"19380","Dayton, OH","365","192","169","4",".",".","119","71","48",".",".","138","1","226","."
"26580","Huntington-Ashland, WV-KY-OH","365","234","129","2",".",".","115","64","44",".","4","118","1","242","."
"30620","Lima, OH","365","305","59","1",".",".","108","60","36",".",".","182","7","176","."
"31930","Marietta, OH","200","169","29","2",".",".","112","58","42",".",".","200",".",".","."
"34540","Mount Vernon, OH","214","179","35",".",".",".","97","58","41",".",".","214",".",".","."
"39020","Portsmouth, OH","365","338","27",".",".",".","94","48","19",".",".",".","49","108","208"
"41400","Salem, OH","365","364","1",".",".",".","59","21","6",".",".",".","312",".","53"
"44220","Springfield, OH","365","233","131","1",".",".","105","67","44",".",".","140","2","223","."
"45780","Toledo, OH","364","239","120","5",".",".","135","70","44",".",".","109","3","252","."
"47920","Washington Court House, OH","346","314","30","2",".",".","122","50","37",".",".","346",".",".","."
"48260","Weirton-Steubenville, WV-OH","365","163","194","8",".",".","150","77","52",".",".","95","25","245","."
"48540","Wheeling, WV-OH","365","198","166","1",".",".","120","68","48",".",".","85","24","256","."
"48940","Wilmington, OH","212","163","47","2",".",".","122","64","44",".",".","212",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","161","198","6",".",".","126","71","52",".",".","90","10","265","."
