"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","352","348","4",".",".",".","57","35","20",".",".",".",".","352","."
"13380","Bellingham, WA","365","277","78","10",".",".","122","70","34",".",".","53","171","141","."
"14740","Bremerton-Silverdale, WA","340","338","2",".",".",".","75","35","18",".",".",".",".","340","."
"16500","Centralia, WA","365","343","22",".",".",".","62","45","20",".",".",".",".","365","."
"21260","Ellensburg, WA","365","305","60",".",".",".","96","56","23",".",".",".",".","365","."
"28420","Kennewick-Richland, WA","365","303","62",".",".",".","80","55","37",".",".","156",".","193","16"
"30300","Lewiston, ID-WA","365","291","73","1",".",".","125","62","29",".",".",".",".","365","."
"31020","Longview, WA","360","338","22",".",".",".","76","45","18",".",".",".",".","360","."
"34180","Moses Lake, WA","365","339","26",".",".",".","67","45","18",".",".",".",".","365","."
"34580","Mount Vernon-Anacortes, WA","365","361","4",".",".",".","54","36","24",".",".","92",".","273","."
"36500","Olympia-Tumwater, WA","365","323","42",".",".",".","71","52","30",".",".","149",".","216","."
"36830","Othello, WA","360","354","6",".",".",".","88","31","13",".",".",".",".","360","."
"38820","Port Angeles, WA","365","341","24",".",".",".","70","49","34",".",".","233",".","132","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","285","77","3",".",".","128","64","38",".","8","202",".","155","."
"39420","Pullman, WA","365","354","11",".",".",".","67","38","18",".",".",".",".","365","."
"42660","Seattle-Tacoma-Bellevue, WA","365","236","127","2",".",".","142","73","45",".","20","151",".","194","."
"43220","Shelton, WA","361","339","22",".",".",".","71","43","21",".",".",".",".","361","."
"44060","Spokane-Spokane Valley, WA","365","252","111","2",".",".","146","68","43",".",".","139",".","201","25"
"47460","Walla Walla, WA","365","318","47",".",".",".","93","52","23",".",".",".",".","241","124"
"48300","Wenatchee, WA","365","298","66","1",".",".","102","56","24",".",".",".",".","365","."
"49420","Yakima, WA","365","227","128","10",".",".","127","76","38",".",".",".",".","363","2"
