"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","358","257","88","13",".",".","130","74","28.5",".","144",".","112","92","10"
"16860","Chattanooga, TN-GA","288","126","134","26","2",".","185","100","54",".",".","189",".","98","1"
"17300","Clarksville, TN-KY","365","196","134","34","1",".","153","100","49",".",".","245","49","71","."
"17420","Cleveland, TN","365","319","39","6","1",".","200","54","27",".","154",".","181",".","30"
"18260","Cookeville, TN","121","58","58","4","1",".","152","79","52",".",".",".",".","121","."
"20540","Dyersburg, TN","111","50","59","2",".",".","131","76","52",".",".",".",".","111","."
"27180","Jackson, TN","104","79","25",".",".",".","78","58","33.5",".",".",".",".","73","31"
"28700","Kingsport-Bristol-Bristol, TN-VA","365","115","150","93","7",".","171","122","67","1","22","109","183","50","."
"28940","Knoxville, TN","365","30","205","118","12",".","170","133","87",".",".","123","150","91","1"
"29980","Lawrenceburg, TN","118","67","48","3",".",".","109","73","45",".",".",".",".","118","."
"32820","Memphis, TN-MS-AR","365","82","191","78","13","1","202","129","67",".","3","135","38","187","2"
"34100","Morristown, TN","240","120","87","30","3",".","200","112","50.5",".",".","240",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","365","93","217","49","6",".","179","112","61",".","4","117","1","243","."
"42940","Sevierville, TN","361","204","125","29","3",".","156","100","47",".",".","361",".",".","."
"46100","Tullahoma-Manchester, TN","59","59",".",".",".",".","47","39","31",".","2","56","1",".","."
