"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14260","Boise City, ID","365","187","173","5",".",".","136","71","50",".","13","131",".","217","4"
"15420","Burley, ID","166","133","33",".",".",".","84","58","45",".",".","166",".",".","."
"17660","Coeur d'Alene, ID","180","175","5",".",".",".","84","45.5","37",".","2","178",".",".","."
"26820","Idaho Falls, ID","331","287","44",".",".",".","77","54","43",".",".","315",".","16","."
"27220","Jackson, WY-ID","365","281","84",".",".",".","90","61","44","4",".","355",".","4","2"
"30300","Lewiston, ID-WA","365","322","43",".",".",".","87","52","25",".",".",".",".","365","."
"30860","Logan, UT-ID","365","190","155","14","6",".","160","85","49",".","4","151",".","210","."
"34140","Moscow, ID","277","271","6",".",".",".","66","30","10",".",".",".",".","277","."
"38540","Pocatello, ID","365","317","47","1",".",".","144","54","29",".",".",".","156","81","128"
"41760","Sandpoint, ID","321","319","1","1",".",".","106","19","9",".",".",".",".",".","321"
"46300","Twin Falls, ID","351","341","9","1",".",".","131","39","24",".",".",".",".","351","."
