"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11540","Appleton, WI","365","299","57","9",".",".","132","61","36",".",".","196","43","126","."
"12660","Baraboo, WI","364","319","45",".",".",".","87","53","36",".",".","176",".","187","1"
"13180","Beaver Dam, WI","365","314","50","1",".",".","122","54","37",".",".","287",".","78","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","157","183","23","2",".","177","90","53",".","16","148","11","173","17"
"20260","Duluth, MN-WI","365","329","36",".",".",".","85","50","35",".",".","274",".","80","11"
"20740","Eau Claire, WI","365","324","41",".",".",".","85","52","37",".",".","200",".","165","."
"22540","Fond du Lac, WI","236","216","20",".",".",".","93","50","37",".",".","236",".",".","."
"24580","Green Bay, WI","364","314","48","2",".",".","112","54","37",".",".","216","5","143","."
"27500","Janesville-Beloit, WI","234","203","31",".",".",".","87","58","40",".",".","234",".",".","."
"29100","La Crosse-Onalaska, WI-MN","360","311","49",".",".",".","87","53.5","37",".",".","188",".","172","."
"31540","Madison, WI","365","294","71",".",".",".","93","58","39",".",".","194","7","164","."
"31820","Manitowoc, WI","237","216","17","4",".",".","126","50","38",".",".","237",".",".","."
"33340","Milwaukee-Waukesha-West Allis, WI","365","263","94","8",".",".","136","67","42",".","7","213",".","145","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","174","190","1",".",".","115","72","51",".","2","99",".","140","124"
"38420","Platteville, WI","346","312","34",".",".",".","87","50","25",".",".",".",".","346","."
"39540","Racine, WI","230","176","43","11",".",".","143","84","42",".",".","230",".",".","."
"43100","Sheboygan, WI","245","192","40","13",".",".","129","71","41",".",".","245",".",".","."
"48020","Watertown-Fort Atkinson, WI","245","214","31",".",".",".","90","54","39",".",".","245",".",".","."
"48140","Wausau, WI","237","223","14",".",".",".","90","47","36",".",".","237",".",".","."
"48580","Whitewater-Elkhorn, WI","243","219","24",".",".",".","90","50","39",".",".","243",".",".","."
