"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12540","Bakersfield, CA","365","44","199","93","28","1","201","146","84",".","1","227",".","133","4"
"13860","Bishop, CA","365","203","141","12","6","3","1383","90","48",".",".","284",".","31","50"
"17020","Chico, CA","365","170","182","12","1",".","152","84","52",".",".","235",".","129","1"
"17340","Clearlake, CA","363","351","11","1",".",".","148","47","36",".",".","361",".","2","."
"18860","Crescent City, CA","114","106","8",".",".",".","69","39","15",".",".",".",".","114","."
"20940","El Centro, CA","365","87","236","39","3",".","175","105","63",".","4","142",".","136","83"
"21700","Eureka-Arcata-Fortuna, CA","365","310","55",".",".",".","90","54","36",".",".","177",".","181","7"
"23420","Fresno, CA","365","60","203","78","23","1","205","136","80",".",".","227",".","133","5"
"25260","Hanford-Corcoran, CA","365","90","205","60","10",".","174","119","71",".",".","193",".","134","38"
"31080","Los Angeles-Long Beach-Anaheim, CA","365","23","208","96","37","1","203","151","80",".","24","181",".","158","2"
"31460","Madera, CA","365","109","209","43","4",".","154","105","63",".",".","219",".","128","18"
"32900","Merced, CA","365","142","178","41","4",".","159","105","58",".",".","214",".","150","1"
"33700","Modesto, CA","365","127","190","43","5",".","187","112","59",".",".","198",".","159","8"
"34900","Napa, CA","365","237","127","1",".",".","108","69","44","1",".","141",".","221","2"
"37100","Oxnard-Thousand Oaks-Ventura, CA","365","183","169","13",".",".","126","84","50",".","4","222",".","135","4"
"39780","Red Bluff, CA","365","231","115","18","1",".","153","87","45",".",".","311",".","52","2"
"39820","Redding, CA","365","256","96","12","1",".","156","84","44",".",".","354",".","11","."
"40140","Riverside-San Bernardino-Ontario, CA","365","17","179","118","44","7","238","159","97",".","14","189",".","108","54"
"40900","Sacramento--Roseville--Arden-Arcade, CA","365","123","202","36","4",".","179","101","61",".",".","204",".","161","."
"41500","Salinas, CA","365","331","33","1",".",".","120","50","37",".","2","248",".","89","26"
"41740","San Diego-Carlsbad, CA","365","91","233","40","1",".","155","102","61",".","7","199",".","156","3"
"41860","San Francisco-Oakland-Hayward, CA","365","198","153","14",".",".","147","80","48",".","18","156",".","191","."
"41940","San Jose-Sunnyvale-Santa Clara, CA","365","231","127","7",".",".","147","77","46",".","5","222",".","137","1"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","365","163","197","5",".",".","126","80","53",".",".","185",".","161","19"
"42100","Santa Cruz-Watsonville, CA","365","320","45",".",".",".","94","54","35",".",".","246",".","119","."
"42200","Santa Maria-Santa Barbara, CA","365","249","115","1",".",".","101","67","45",".","3","242",".","116","4"
"42220","Santa Rosa, CA","365","321","44",".",".",".","88","53","35",".",".","259",".","102","4"
"43760","Sonora, CA","364","264","89","11",".",".","126","77","43",".",".","364",".",".","."
"44700","Stockton-Lodi, CA","365","138","191","32","4",".","164","100","56",".","1","164",".","195","5"
"46020","Truckee-Grass Valley, CA","364","217","116","29","2",".","166","93","47",".",".","356",".","8","."
"46380","Ukiah, CA","365","302","59","2","2",".","160","55","38",".",".","126",".","239","."
"46700","Vallejo-Fairfield, CA","365","246","115","4",".",".","118","74","44",".","6","195",".","163","1"
"47300","Visalia-Porterville, CA","365","50","217","78","20",".","170","143","78",".",".","204",".","157","4"
"49700","Yuba City, CA","365","194","163","8",".",".","119","84","49","1","2","225",".","136","1"
