"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","216","148","67","1",".",".","103","67","44",".",".","127",".","89","."
"11460","Ann Arbor, MI","362","290","71","1",".",".","119","64","38",".",".","314",".","48","."
"13020","Bay City, MI","121","97","23","1",".",".","103","60","25",".",".",".",".","121","."
"15620","Cadillac, MI","364","323","41",".",".",".","100","53","36",".",".","336",".","28","."
"19820","Detroit-Warren-Dearborn, MI","365","169","163","31","2",".","159","99","54",".","24","133","48","159","1"
"22420","Flint, MI","242","175","64","3",".",".","115","74","43",".",".","167",".","75","."
"24340","Grand Rapids-Wyoming, MI","365","277","83","5",".",".","126","71","38",".",".","306","1","58","."
"26090","Holland, MI","244","165","74","5",".",".","122","79","41.5",".",".","175",".","69","."
"26340","Houghton, MI","112","109","3",".",".",".","55","34","10",".",".",".",".","112","."
"27020","Iron Mountain, MI-WI","177","163","14",".",".",".","93","50","34",".",".","177",".",".","."
"28020","Kalamazoo-Portage, MI","242","160","81","1",".",".","119","67","44",".",".","167",".","75","."
"29620","Lansing-East Lansing, MI","304","241","62","1",".",".","115","64","40",".","13","232",".","59","."
"31220","Ludington, MI","183","154","27","2",".",".","126","61","39",".",".","183",".",".","."
"33780","Monroe, MI","123","90","32","1",".",".","117","65","35",".",".",".",".","123","."
"34740","Muskegon, MI","243","176","59","8",".",".","129","75","41",".",".","172",".","71","."
"35660","Niles-Benton Harbor, MI","243","162","76","5",".",".","129","74","44",".",".","173",".","70","."
"42300","Sault Ste. Marie, MI","186","153","30","3",".",".","118","62","31",".",".","138",".","48","."
"43780","South Bend-Mishawaka, IN-MI","355","153","189","13",".",".","128","80","53",".","12","69",".","274","."
"45900","Traverse City, MI","183","140","38","5",".",".","112","67","41",".",".","183",".",".","."
