"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11180","Ames, IA","214","198","16",".",".",".","64","48","35",".",".","214",".",".","."
"16300","Cedar Rapids, IA","365","236","125","4",".",".","113","70","44",".",".","127","3","233","2"
"17540","Clinton, IA","365","191","170","4",".",".","134","75","49",".",".","89","2","274","."
"19340","Davenport-Moline-Rock Island, IA-IL","365","170","192","3",".",".","112","75","51",".",".","81",".","211","73"
"19780","Des Moines-West Des Moines, IA","365","259","105","1",".",".","116","63","41",".","12","118",".","235","."
"22800","Fort Madison-Keokuk, IA-IL-MO","120","84","36",".",".",".","91","62","39.5",".",".",".",".","120","."
"26980","Iowa City, IA","356","225","129","2",".",".","109","69","43",".",".",".",".","352","4"
"32380","Mason City, IA","365","341","24",".",".",".","72","46","23",".",".",".",".",".","365"
"34700","Muscatine, IA","365","201","158","5","1",".","161","76","46",".",".",".",".","365","."
"36540","Omaha-Council Bluffs, NE-IA","365","221","139","5",".",".","129","70","47",".",".","102","19","184","60"
"43580","Sioux City, IA-NE-SD","365","281","83","1",".",".","117","61","39",".",".","156",".","200","9"
"47940","Waterloo-Cedar Falls, IA","344","215","126","3",".",".","120","68","45",".",".","100",".","242","2"
