"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","365","344","17","1","3",".","163","39","22",".",".",".",".","365","."
"13380","Bellingham, WA","365","248","98","16","3",".","182","77","38",".",".","55","195","115","."
"14740","Bremerton-Silverdale, WA","349","333","11","2","3",".","172","34","12",".",".",".",".","349","."
"16500","Centralia, WA","365","324","35","3","3",".","167","53","21",".",".",".",".","365","."
"21260","Ellensburg, WA","358","310","36","5","7",".","197","57","19",".",".",".",".","358","."
"28420","Kennewick-Richland, WA","365","289","62","12","2",".","178","65","34",".",".","122",".","212","31"
"30300","Lewiston, ID-WA","365","290","67","6","2",".","187","70","26",".",".",".",".","365","."
"31020","Longview, WA","365","338","23","2","2",".","152","45","20",".",".",".",".","365","."
"34180","Moses Lake, WA","365","307","47","4","6","1","248","59","20",".","24",".",".","341","."
"34580","Mount Vernon-Anacortes, WA","365","341","16","5","3",".","180","42","29",".","6","190",".","169","."
"36500","Olympia-Tumwater, WA","343","305","32","1","5",".","173","53","26",".",".","133",".","210","."
"36830","Othello, WA","350","313","29","4","4",".","183","51.5","13",".",".",".",".","350","."
"38820","Port Angeles, WA","365","297","60","3","4","1","205","55","38",".",".","175",".","190","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","275","80","8","2",".","165","70","38",".","12","177",".","176","."
"39420","Pullman, WA","365","325","33","5","2",".","177","52","17",".",".",".",".","365","."
"42660","Seattle-Tacoma-Bellevue, WA","365","239","110","9","7",".","192","83","44",".","33","185",".","147","."
"43220","Shelton, WA","365","331","28","4","2",".","164","49","21",".",".",".",".","365","."
"44060","Spokane-Spokane Valley, WA","365","224","121","9","10","1","257","77","44",".",".","103",".","223","39"
"47460","Walla Walla, WA","365","311","46","5","2","1","217","57","20",".",".",".",".","323","42"
"48300","Wenatchee, WA","365","290","50","8","12","5","426","69","27",".",".",".",".","365","."
"49420","Yakima, WA","365","239","110","7","7","2","214","79","40",".",".",".",".","360","5"
