"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"15980","Cape Coral-Fort Myers, FL","366","324","41","1",".",".","105","51","38",".",".","249",".","116","1"
"18880","Crestview-Fort Walton Beach-Destin, FL","366","346","20",".",".",".","71","47","36",".",".","357",".",".","9"
"19660","Deltona-Daytona Beach-Ormond Beach, FL","363","319","44",".",".",".","89","52","39",".",".","253",".","110","."
"23540","Gainesville, FL","360","321","38","1",".",".","101","51","37",".",".","214",".","146","."
"26140","Homosassa Springs, FL","364","323","40","1",".",".","104","51","33",".",".",".","45","319","."
"27260","Jacksonville, FL","366","265","101",".",".",".","97","61","43.5",".","1","191","14","160","."
"29380","Lake City, FL","345","283","62",".",".",".","90","58","38",".",".","217",".","128","."
"29460","Lakeland-Winter Haven, FL","366","320","46",".",".",".","90","53","39",".",".","235","2","129","."
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","363","205","152","5","1",".","164","69","48","1","5","75",".","243","39"
"34940","Naples-Immokalee-Marco Island, FL","366","336","30",".",".",".","87","50","37",".",".","233",".","133","."
"35840","North Port-Sarasota-Bradenton, FL","366","297","69",".",".",".","97","56","41",".",".","218",".","148","."
"36100","Ocala, FL","366","324","41","1",".",".","105","52","38",".",".","223",".","143","."
"36740","Orlando-Kissimmee-Sanford, FL","366","280","85","1",".",".","115","61","42",".","8","241",".","117","."
"37260","Palatka, FL","366","366",".",".",".",".","45","24","14",".",".",".","14",".","352"
"37340","Palm Bay-Melbourne-Titusville, FL","366","332","34",".",".",".","84","50","39",".",".","278",".","88","."
"37460","Panama City, FL","366","328","38",".",".",".","87","51","38",".",".","255",".","111","."
"37860","Pensacola-Ferry Pass-Brent, FL","366","304","62",".",".",".","97","58","41",".",".","262",".","104","."
"38940","Port St. Lucie, FL","366","327","39",".",".",".","93","51","39",".",".","257",".","109","."
"42680","Sebastian-Vero Beach, FL","340","316","24",".",".",".","84","48","38.5",".",".","340",".",".","."
"42700","Sebring, FL","363","347","16",".",".",".","87","46","33",".",".","363",".",".","."
"45220","Tallahassee, FL","366","284","80","1","1",".","175","59","41","1",".","163",".","202","."
"45300","Tampa-St. Petersburg-Clearwater, FL","366","255","105","5","1",".","154","71","44",".",".","216","15","135","."
