"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12260","Augusta-Richmond County, GA-SC","365","130","204","29","2",".","156","97","57",".",".","115",".","249","1"
"16700","Charleston-North Charleston, SC","365","165","184","16",".",".","140","84","53",".","1","100","13","250","1"
"16740","Charlotte-Concord-Gastonia, NC-SC","365","93","201","56","14","1","206","126","64",".","6","144","16","199","."
"17900","Columbia, SC","365","106","224","31","4",".","177","100","61",".","1","98","63","167","36"
"22500","Florence, SC","319","209","90","19","1",".","151","84","44",".",".","244",".","75","."
"23500","Gaffney, SC","359","279","64","16",".",".","140","80","39",".",".","359",".",".","."
"23860","Georgetown, SC","365","253","106","6",".",".","117","70","35",".",".",".","56","73","236"
"24860","Greenville-Anderson-Mauldin, SC","365","108","222","33","2",".","159","99","61",".","6","108","4","246","1"
"24940","Greenwood, SC","264","142","106","15","1",".","154","93","49",".",".","177",".","87","."
"25940","Hilton Head Island-Bluffton-Beaufort, SC","90","48","40","2",".",".","117","68","47",".",".",".",".","90","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","119","64","54","1",".",".","121","72","49",".",".",".",".","119","."
"42860","Seneca, SC","362","272","81","8","1",".","156","71","42",".",".","313","4","45","."
"43900","Spartanburg, SC","354","143","175","34","2",".","151","101","55.5",".",".","128",".","222","4"
"47500","Walterboro, SC","284","226","50","8",".",".","126","74","37",".",".","284",".",".","."
