"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","363","291","72",".",".",".","87","57","42",".",".","219",".","144","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","121","227","16","1",".","174","84","55",".","16","85","18","235","11"
"17140","Cincinnati, OH-KY-IN","365","139","206","20",".",".","147","90","54",".","5","143","22","192","3"
"18020","Columbus, IN","364","298","66",".",".",".","77","54","41",".",".","261",".","103","."
"21140","Elkhart-Goshen, IN","365","294","71",".",".",".","81","55","37",".",".","223",".","142","."
"21780","Evansville, IN-KY","365","244","111","10",".",".","120","67","45",".",".","193","46","126","."
"23060","Fort Wayne, IN","365","236","128","1",".",".","101","65","45",".",".","173",".","192","."
"26540","Huntington, IN","355","345","10",".",".",".","84","44","31",".",".","355",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","365","148","212","5",".",".","119","74","54",".",".","114","4","247","."
"27540","Jasper, IN","272","254","18",".",".",".","70","46","6",".",".",".","153","118","1"
"29020","Kokomo, IN","361","289","71","1",".",".","108","58","40",".",".","230",".","131","."
"29200","Lafayette-West Lafayette, IN","365","276","89",".",".",".","84","59","42",".",".","203",".","162","."
"31140","Louisville/Jefferson County, KY-IN","365","195","166","4",".",".","136","71","49",".","6","164",".","195","."
"33140","Michigan City-La Porte, IN","364","305","55","4",".",".","126","61","37",".",".","330",".","34","."
"34620","Muncie, IN","352","319","33",".",".",".","71","49","35",".",".","298",".","54","."
"35220","New Castle, IN","119","106","13",".",".",".","63","52","28",".",".",".",".","119","."
"42980","Seymour, IN","360","340","20",".",".",".","80","47","35",".",".","360",".",".","."
"43780","South Bend-Mishawaka, IN-MI","365","275","90",".",".",".","100","64","42",".","1","229",".","135","."
"45460","Terre Haute, IN","365","237","127","1",".",".","102","64","45",".",".","167",".","198","."
"47180","Vincennes, IN","359","328","31",".",".",".","87","50","36",".",".","359",".",".","."
"47340","Wabash, IN","351","319","32",".",".",".","97","50","37",".",".","351",".",".","."
"47780","Washington, IN","350","350",".",".",".",".","19","7","1",".",".",".","350",".","."
