"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","142","214","9",".",".","145","82","54",".",".","218",".","97","50"
"16100","Carlsbad-Artesia, NM","356","247","107","2",".",".","122","74","44.5",".",".","340",".","16","."
"19700","Deming, NM","365","241","113","4","4","3","556","77","46",".","2","319",".",".","44"
"21580","Espa¤ola, NM","295","237","56","2",".",".","112","61","44",".",".","271",".","24","."
"22140","Farmington, NM","365","238","121","5","1",".","156","77","46",".","19","335","1","9","1"
"23700","Gallup, NM","128","127","1",".",".",".","51","31","17",".",".",".",".",".","128"
"26020","Hobbs, NM","365","276","87","2",".",".","111","71","37",".","14","272",".","76","3"
"29740","Las Cruces, NM","365","151","160","39","8","7","458","112","57",".","3","263",".","16","83"
"31060","Los Alamos, NM","121","120","1",".",".",".","53","25","10",".",".",".",".","121","."
"40740","Roswell, NM","110","105","4","1",".",".","121","37.5","22",".",".",".",".","110","."
"40760","Ruidoso, NM","114","112","2",".",".",".","52","34","14.5",".",".",".",".","114","."
"42140","Santa Fe, NM","365","267","98",".",".",".","100","67","44",".",".","350",".","15","."
"43500","Silver City, NM","360","346","14",".",".",".","71","48","40",".",".","332","25",".","3"
"45340","Taos, NM","359","354","5",".",".",".","59","34","15",".",".",".",".","349","10"
