"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11100","Amarillo, TX","365","347","18",".",".",".","59","44","25",".",".",".",".","365","."
"12420","Austin-Round Rock, TX","365","220","109","32","4",".","164","100","46",".","4","231",".","130","."
"13140","Beaumont-Port Arthur, TX","365","80","194","79","12",".","200","126","70",".",".","98","142","125","."
"15180","Brownsville-Harlingen, TX","365","232","132","1",".",".","101","68","43","1",".","113",".","225","26"
"18580","Corpus Christi, TX","365","228","130","7",".",".","147","71","45",".",".","112","6","245","2"
"19100","Dallas-Fort Worth-Arlington, TX","365","107","184","46","26","2","202","136","60",".","32","179","50","104","."
"20580","Eagle Pass, TX","301","243","58",".",".",".","72","55","29",".",".",".",".","301","."
"21340","El Paso, TX","365","75","230","46","10","4","608","113","67",".","10","133","1","129","92"
"26420","Houston-The Woodlands-Sugar Land, TX","365","47","231","56","22","9","222","143","69",".","6","122","53","158","26"
"28780","Kingsville, TX","338","233","104","1",".",".","102","64","39",".",".",".",".","338","."
"29700","Laredo, TX","365","203","158","3",".","1","394","67","47",".",".","60",".","262","43"
"30980","Longview, TX","361","268","64","26","3",".","161","90","38",".","18","322","21",".","."
"32220","Marshall, TX","365","216","134","15",".",".","143","84","46",".","1","191",".","173","."
"32580","McAllen-Edinburg-Mission, TX","365","205","160",".",".",".","97","72","47",".",".","74",".","264","27"
"36220","Odessa, TX","365","324","41",".",".",".","66","51","34",".",".",".",".","365","."
"41700","San Antonio-New Braunfels, TX","365","198","135","28","4",".","169","97","48",".","27","209",".","126","3"
"45500","Texarkana, TX-AR","117","61","54","2",".",".","108","67","49",".",".",".",".","117","."
"46340","Tyler, TX","365","264","66","33","2",".","159","100","42",".","3","362",".",".","."
"47020","Victoria, TX","345","297","43","5",".",".","126","67","34",".",".","345",".",".","."
"48660","Wichita Falls, TX","350","297","53",".",".",".","69","53","30",".",".",".",".","350","."
