"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","273","232","41",".",".",".","84","54","39",".",".","200",".","73","."
"16860","Chattanooga, TN-GA","365","229","135","1",".",".","105","64","44",".",".","139",".","226","."
"17300","Clarksville, TN-KY","365","260","104","1",".",".","101","64","44",".",".","208","7","150","."
"18260","Cookeville, TN","109","91","18",".",".",".","83","57","34",".",".",".",".","109","."
"20540","Dyersburg, TN","109","85","24",".",".",".","80","59","34",".",".",".",".","109","."
"27180","Jackson, TN","113","95","18",".",".",".","79","54","34",".",".",".",".","113","."
"28700","Kingsport-Bristol-Bristol, TN-VA","365","217","109","39",".",".","150","102","47",".","26","134","158","47","."
"28940","Knoxville, TN","365","193","170","2",".",".","101","66","49",".",".","171",".","184","10"
"29980","Lawrenceburg, TN","113","97","16",".",".",".","74","55","32",".",".",".",".","113","."
"32820","Memphis, TN-MS-AR","365","234","127","4",".",".","136","70","45",".","9","153",".","203","."
"34100","Morristown, TN","245","190","55",".",".",".","93","64","44",".",".","245",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","365","213","145","7",".",".","122","71","47",".","17","118","1","229","."
"42940","Sevierville, TN","358","282","76",".",".",".","97","67","44",".",".","358",".",".","."
