"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","358","239","100","18","1",".","151","84","43.5",".",".","152",".","206","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","366","64","243","47","11","1","206","115","64",".","26","86","36","198","20"
"17140","Cincinnati, OH-KY-IN","366","88","219","50","8","1","202","115","62",".",".","120","46","195","5"
"21140","Elkhart-Goshen, IN","362","195","155","11",".","1","206","80","48",".",".","117",".","245","."
"21780","Evansville, IN-KY","366","153","176","33","4",".","164","101","54","2","1","152","17","194","."
"23060","Fort Wayne, IN","366","124","226","15","1",".","179","84","56","5",".","76",".","285","."
"26540","Huntington, IN","180","140","38","2",".",".","126","71","42",".",".","180",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","366","83","245","34","4",".","169","105","62",".",".","104","42","220","."
"27540","Jasper, IN","347","268","62","15","2",".","161","67","17",".",".",".","236","111","."
"29020","Kokomo, IN","11","8","3",".",".",".","58","56","33",".",".",".",".","11","."
"29200","Lafayette-West Lafayette, IN","364","127","226","10","1",".","156","81","55",".",".","70",".","294","."
"31140","Louisville/Jefferson County, KY-IN","366","121","189","46","8","2","204","112","58",".",".","121","49","196","."
"33140","Michigan City-La Porte, IN","366","277","64","18","4","3","214","87","35",".",".","171","128","67","."
"34620","Muncie, IN","240","151","81","8",".",".","136","84","45",".",".","168",".","72","."
"35220","New Castle, IN","119","88","31",".",".",".","73","60","35",".",".",".",".","119","."
"39980","Richmond, IN","359","358","1",".",".",".","91","11","6",".",".",".","359",".","."
"42980","Seymour, IN","148","124","23","1",".",".","119","61","42",".",".","148",".",".","."
"43780","South Bend-Mishawaka, IN-MI","366","170","169","24","1","2","213","93","52",".","12","115",".","239","."
"45460","Terre Haute, IN","366","167","174","25",".",".","136","90","52",".",".","96","59","210","1"
"47180","Vincennes, IN","351","263","63","25",".",".","136","87","39",".",".","351",".",".","."
"47340","Wabash, IN","355","266","65","23","1",".","169","80","37",".",".","355",".",".","."
"47780","Washington, IN","347","325","15","7",".",".","133","36","6",".",".",".","347",".","."
