"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13980","Blacksburg-Christiansburg-Radford, VA","362","313","46","3",".",".","139","54","37",".",".","326","36",".","."
"16820","Charlottesville, VA","310","275","35",".",".",".","93","52","36",".",".","209",".","101","."
"25500","Harrisonburg, VA","365","339","26",".",".",".","80","48","32",".","93","228",".","44","."
"28700","Kingsport-Bristol-Bristol, TN-VA","365","239","112","14",".",".","114","74","44",".",".","156","121","88","."
"31340","Lynchburg, VA","112","106","6",".",".",".","55","46","25.5",".",".",".",".","112","."
"40060","Richmond, VA","365","280","83","2",".",".","147","64","41",".","6","211",".","148","."
"40220","Roanoke, VA","365","318","47",".",".",".","87","54","37",".","13","181","7","164","."
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","321","44",".",".",".","97","52","36",".","30","216","2","117","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","194","161","9","1",".","166","80","49",".","9","163",".","193","."
"49020","Winchester, VA-WV","352","309","43",".",".",".","85","53","35",".",".","193",".","159","."
