"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"15980","Cape Coral-Fort Myers, FL","365","306","59",".",".",".","93","54","38",".",".","248",".","113","4"
"18880","Crestview-Fort Walton Beach-Destin, FL","364","336","27","1",".",".","115","47","35",".",".","347",".",".","17"
"19660","Deltona-Daytona Beach-Ormond Beach, FL","365","312","52","1",".",".","108","56","39",".",".","247",".","118","."
"23540","Gainesville, FL","361","329","32",".",".",".","77","49","35",".",".","216",".","145","."
"26140","Homosassa Springs, FL","337","289","36","12",".",".","126","64","17",".",".",".","238","99","."
"27260","Jacksonville, FL","365","251","109","5",".",".","126","67","44",".","2","166","24","173","."
"29380","Lake City, FL","338","301","37",".",".",".","80","51","34",".",".","295",".","43","."
"29460","Lakeland-Winter Haven, FL","365","286","79",".",".",".","87","59","41",".",".","177","6","182","."
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","365","258","102","5",".",".","123","65","44",".","8","134",".","223","."
"34940","Naples-Immokalee-Marco Island, FL","365","324","41",".",".",".","77","51","36",".",".","209",".","156","."
"35840","North Port-Sarasota-Bradenton, FL","365","277","87","1",".",".","105","64","41",".","1","208",".","156","."
"36100","Ocala, FL","365","307","58",".",".",".","97","54","39",".",".","185",".","180","."
"36740","Orlando-Kissimmee-Sanford, FL","365","285","78","2",".",".","126","61","40",".","1","246",".","118","."
"37260","Palatka, FL","364","364",".",".",".",".","43","22","13",".",".",".","100",".","264"
"37340","Palm Bay-Melbourne-Titusville, FL","365","312","53",".",".",".","87","54","39",".",".","262",".","103","."
"37460","Panama City, FL","365","294","71",".",".",".","100","59","40",".",".","215",".","150","."
"37860","Pensacola-Ferry Pass-Brent, FL","365","265","96","4",".",".","136","63","43",".",".","179","1","185","."
"38940","Port St. Lucie, FL","365","327","37","1",".",".","122","51","38",".",".","264",".","101","."
"42680","Sebastian-Vero Beach, FL","349","315","33","1",".",".","105","50","37",".",".","349",".",".","."
"42700","Sebring, FL","350","327","23",".",".",".","77","47","32",".",".","350",".",".","."
"45220","Tallahassee, FL","365","246","117",".","2",".","157","62","43",".",".","130",".","235","."
"45300","Tampa-St. Petersburg-Clearwater, FL","365","225","133","7",".",".","115","75","46",".","2","168","18","177","."
