"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14540","Bowling Green, KY","365","218","123","24",".",".","140","93","46",".","19","252","7","86","1"
"17140","Cincinnati, OH-KY-IN","365","98","157","88","19","3","208","139","73",".","28","112","165","60","."
"17300","Clarksville, TN-KY","365","196","134","34","1",".","153","100","49",".",".","245","49","71","."
"21060","Elizabethtown-Fort Knox, KY","285","153","106","26",".",".","143","97","49",".",".","196",".","86","3"
"21780","Evansville, IN-KY","365","72","195","93","5",".","177","124","71",".",".","68","157","140","."
"23180","Frankfort, KY","118","62","52","4",".",".","134","79","48.5",".",".",".",".","118","."
"26580","Huntington-Ashland, WV-KY-OH","365","143","186","34","2",".","173","100","57",".","26","135","114","89","1"
"30460","Lexington-Fayette, KY","365","206","133","25","1",".","162","93","47",".","62","165","46","92","."
"30940","London, KY","71","30","39","1","1",".","152","80","54",".",".",".",".","68","3"
"31140","Louisville/Jefferson County, KY-IN","365","58","202","96","9",".","189","133","72",".","2","86","124","153","."
"33180","Middlesborough, KY","234","133","90","11",".",".","136","81","48",".",".","189",".","45","."
"36980","Owensboro, KY","364","189","133","40","2",".","154","105","49",".","21","179","74","76","14"
"37140","Paducah, KY-IL","365","210","128","26","1",".","154","91","46",".","29","178","63","80","15"
"40080","Richmond-Berea, KY","124","57","66","1",".",".","118","78","52",".",".",".",".","115","9"
"43700","Somerset, KY","263","176","76","11",".",".","126","84","44",".",".","243",".",".","20"
