"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13940","Blackfoot, ID","26","24","2",".",".",".","62","47","19",".",".",".",".",".","26"
"14260","Boise City, ID","365","181","168","15","1",".","151","84","51","5",".","138",".","210","12"
"17660","Coeur d'Alene, ID","365","236","128","1",".",".","105","67","44",".","1","124",".","234","6"
"26820","Idaho Falls, ID","330","326","4",".",".",".","78","29","20",".",".",".",".","330","."
"27220","Jackson, WY-ID","364","313","50","1",".",".","106","54","43.5","10",".","330",".","21","3"
"30300","Lewiston, ID-WA","336","320","16",".",".",".","67","39","20",".",".",".",".","305","31"
"30860","Logan, UT-ID","365","221","106","23","15",".","167","105","47",".","74","143",".","144","4"
"34140","Moscow, ID","353","348","5",".",".",".","71","31","15",".",".",".",".","353","."
"34300","Mountain Home, ID","152","104","48",".",".",".","84","67","47",".",".","152",".",".","."
"38540","Pocatello, ID","365","208","150","5","2",".","165","74","47",".",".",".","99","252","14"
"41760","Sandpoint, ID","339","327","12",".",".",".","62","30","14",".",".",".",".",".","339"
"46300","Twin Falls, ID","326","292","32","2",".",".","114","52","27",".",".",".",".","326","."
