"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11700","Asheville, NC","364","147","200","16","1",".","154","90","54",".",".","140",".","224","."
"14380","Boone, NC","119","83","36",".",".",".","90","71","38",".",".",".",".","119","."
"15500","Burlington, NC","120","61","59",".",".",".","100","74.5","50",".",".",".",".","120","."
"16740","Charlotte-Concord-Gastonia, NC-SC","365","96","210","43","16",".","195","116","65",".","5","138","21","201","."
"19000","Cullowhee, NC","256","105","123","28",".",".","150","101","54",".",".","188",".","68","."
"20500","Durham-Chapel Hill, NC","360","152","189","18","1",".","159","87","54",".",".","113",".","247","."
"22180","Fayetteville, NC","363","161","188","14",".",".","133","88","53",".",".","102",".","261","."
"24140","Goldsboro, NC","290","119","168","3",".",".","127","70","53",".",".",".",".","288","2"
"24660","Greensboro-High Point, NC","365","193","140","29","3",".","156","97","48","62",".","136",".","166","1"
"24780","Greenville, NC","262","168","90","4",".",".","136","76","45",".",".","180",".","82","."
"25860","Hickory-Lenoir-Morganton, NC","360","124","219","15","2",".","166","84","59",".",".","92",".","268","."
"27340","Jacksonville, NC","121","80","41",".",".",".","85","63","40",".",".",".",".","116","5"
"28820","Kinston, NC","257","161","89","7",".",".","136","84","45",".",".","170",".","87","."
"31300","Lumberton, NC","121","69","52",".",".",".","95","69","46",".",".",".",".","121","."
"32000","Marion, NC","291","114","175","2",".",".","109","76","55",".",".",".",".","291","."
"33980","Morehead City, NC","357","294","59","4",".",".","108","64","38",".",".","357",".",".","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","111","69","42",".",".",".","92","68","43",".",".",".",".","111","."
"37080","Oxford, NC","210","105","88","16","1",".","177","100","50.5",".",".","210",".",".","."
"39580","Raleigh, NC","365","140","201","23","1",".","164","91","56","1",".","129",".","235","."
"40580","Rocky Mount, NC","265","148","110","7",".",".","122","84","48",".",".","178",".","86","1"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","158","186","20","1",".","164","90","53","2",".","117","39","207","."
"47820","Washington, NC","349","348","1",".",".",".","57","17","3",".",".",".","349",".","."
"48900","Wilmington, NC","363","198","152","13",".",".","145","80","47",".",".","97","105","161","."
"49180","Winston-Salem, NC","365","112","220","28","5",".","166","99","61",".","4","86","13","262","."
