"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","181","113","62","6",".",".","115","84","47",".",".","181",".",".","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","366","32","272","62",".",".","144","105","76",".","125","36","72","128","5"
"17140","Cincinnati, OH-KY-IN","366","141","184","35","6",".","169","101","55",".","8","141","26","191","."
"21140","Elkhart-Goshen, IN","238","143","91","4",".",".","139","81","46",".",".","156",".","82","."
"21780","Evansville, IN-KY","366","140","200","25","1",".","154","95","56.5",".","2","94","85","185","."
"23060","Fort Wayne, IN","362","136","219","7",".",".","142","82","54.5","12",".","68",".","268","14"
"26540","Huntington, IN","182","159","23",".",".",".","84","54","40",".",".","182",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","366","99","242","24","1",".","154","97","60.5",".","4","87","74","201","."
"27540","Jasper, IN","357","143","158","47","9",".","200","110","56",".",".",".","151","206","."
"29020","Kokomo, IN","102","66","36",".",".",".","100","69","43.5",".",".",".",".","102","."
"29200","Lafayette-West Lafayette, IN","356","197","156","3",".",".","131","73","47",".",".","81",".","275","."
"31140","Louisville/Jefferson County, KY-IN","366","82","212","65","7",".","179","115","64",".","5","72","112","177","."
"33140","Michigan City-La Porte, IN","366","289","77",".",".",".","93","61","34",".",".","162","126","78","."
"34620","Muncie, IN","233","165","68",".",".",".","89","64","43",".",".","147",".","86","."
"35220","New Castle, IN","116","71","45",".",".",".","86","67","44",".",".",".",".","116","."
"39980","Richmond, IN","364","281","64","18","1",".","169","80","14",".",".",".","364",".","."
"42980","Seymour, IN","183","128","52","3",".",".","122","71","46",".",".","183",".",".","."
"43780","South Bend-Mishawaka, IN-MI","366","242","120","4",".",".","115","76","42",".","71","165",".","130","."
"45460","Terre Haute, IN","366","141","183","42",".",".","144","103","55.5",".",".","47","118","201","."
"47180","Vincennes, IN","364","275","87","2",".",".","108","67","40",".",".","297",".","67","."
"47340","Wabash, IN","340","301","38","1",".",".","101","51","37",".",".","340",".",".","."
"47780","Washington, IN","324","278","27","18","1",".","174","65","11",".",".",".","324",".","."
