"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","182","104","54","22","2",".","179","105","47",".",".","182",".",".","."
"11460","Ann Arbor, MI","361","235","103","19","4",".","200","93","43",".",".","290",".","71","."
"13020","Bay City, MI","117","70","42","5",".",".","124","77","40",".",".",".",".","117","."
"15620","Cadillac, MI","361","281","68","11","1",".","151","80","39",".",".","318",".","43","."
"19820","Detroit-Warren-Dearborn, MI","365","90","175","82","17","1","202","128","74",".","13","80","114","152","6"
"22420","Flint, MI","361","262","74","25",".",".","150","84","35",".",".","160","125","75","1"
"24340","Grand Rapids-Wyoming, MI","365","181","146","30","8",".","182","105","51",".","30","131",".","204","."
"26090","Holland, MI","362","191","129","32","8","2","208","108","49",".",".","152",".","210","."
"26340","Houghton, MI","119","107","12",".",".",".","70","52","11",".",".",".",".","119","."
"27020","Iron Mountain, MI-WI","195","156","36","3",".",".","133","74","38",".",".","174",".","21","."
"28020","Kalamazoo-Portage, MI","239","122","98","18","1",".","156","97","50",".",".","155",".","84","."
"29620","Lansing-East Lansing, MI","243","129","87","26","1",".","174","105","48",".",".","161",".","82","."
"31220","Ludington, MI","175","125","38","10","2",".","187","93","41",".",".","175",".",".","."
"33780","Monroe, MI","115","50","57","6","2",".","160","90","52",".",".",".",".","115","."
"34740","Muskegon, MI","239","148","61","20","9","1","208","108","46",".",".","163",".","76","."
"35660","Niles-Benton Harbor, MI","239","117","90","27","5",".","177","112","51",".",".","168",".","71","."
"40980","Saginaw, MI","114","72","38","4",".",".","125","75","38",".",".",".",".","114","."
"42300","Sault Ste. Marie, MI","125","98","26","1",".",".","126","67","29",".",".",".",".","125","."
"43780","South Bend-Mishawaka, IN-MI","333","180","114","33","6",".","177","105","47",".","94","165",".","74","."
"45900","Traverse City, MI","183","121","39","18","5",".","177","115","44",".",".","183",".",".","."
