"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11180","Ames, IA","213","202","11",".",".",".","77","48","36",".",".","213",".",".","."
"16300","Cedar Rapids, IA","365","265","99","1",".",".","112","64","42",".",".","114","18","230","3"
"17540","Clinton, IA","365","187","177","1",".",".","146","70","49",".",".","68","4","293","."
"19340","Davenport-Moline-Rock Island, IA-IL","365","110","252","2","1",".","152","77","56",".",".","48",".","222","95"
"19780","Des Moines-West Des Moines, IA","365","295","70",".",".",".","98","57","37",".","11","140",".","211","3"
"22800","Fort Madison-Keokuk, IA-IL-MO","118","98","20",".",".",".","82","53","33",".",".",".",".","118","."
"26980","Iowa City, IA","365","280","84","1",".",".","139","59","36",".",".",".",".","363","2"
"32380","Mason City, IA","357","352","5",".",".",".","58","33","16",".",".",".",".",".","357"
"34700","Muscatine, IA","365","228","121","15","1",".","151","77","42",".",".",".","74","287","4"
"36540","Omaha-Council Bluffs, NE-IA","365","213","147","5",".",".","122","70","47",".",".","117","17","176","55"
"43580","Sioux City, IA-NE-SD","365","292","71","2",".",".","108","58","39",".",".","199",".","150","16"
"47940","Waterloo-Cedar Falls, IA","365","190","173","2",".",".","111","67","49",".",".","44",".","320","1"
