"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","190","174","1",".",".","105","74","50",".","2","233","1","69","60"
"16100","Carlsbad-Artesia, NM","363","275","84","4",".",".","115","64","40",".","4","314",".","45","."
"19700","Deming, NM","364","305","55","2","1","1","224","54","44",".","29","287",".",".","48"
"21580","Espa¤ola, NM","363","286","77",".",".",".","93","58","44",".",".","355",".","8","."
"22140","Farmington, NM","365","273","92",".",".",".","97","61","44",".","11","351",".","2","1"
"26020","Hobbs, NM","360","275","82","3",".",".","113","64","41",".","5","280",".","74","1"
"29740","Las Cruces, NM","365","192","153","13","4","3","455","81","50",".","5","209",".","24","127"
"31060","Los Alamos, NM","117","117",".",".",".",".","33","19","10",".",".",".",".","117","."
"40740","Roswell, NM","114","103","11",".",".",".","75","49","21.5",".",".",".",".","114","."
"40760","Ruidoso, NM","102","97","5",".",".",".","56","26","12.5",".",".",".",".","102","."
"42140","Santa Fe, NM","365","306","59",".",".",".","87","56","43",".",".","358",".","7","."
"43500","Silver City, NM","365","326","39",".",".",".","90","51","41",".",".","307","55",".","3"
"45340","Taos, NM","356","354","2",".",".",".","54","26","14",".",".",".",".","350","6"
