"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14540","Bowling Green, KY","366","251","98","16","1",".","161","77","44",".",".","289",".","77","."
"17140","Cincinnati, OH-KY-IN","366","88","219","50","8","1","202","115","62",".",".","120","46","195","5"
"17300","Clarksville, TN-KY","366","225","127","13","1",".","159","80","45",".",".","282","37","47","."
"21060","Elizabethtown-Fort Knox, KY","307","208","92","5","2",".","161","74","44",".",".","155",".","152","."
"21780","Evansville, IN-KY","366","153","176","33","4",".","164","101","54","2","1","152","17","194","."
"26580","Huntington-Ashland, WV-KY-OH","366","208","145","12","1",".","161","80","48",".","1","156","1","203","5"
"30460","Lexington-Fayette, KY","366","222","125","18","1",".","151","80","45",".","11","152","1","201","1"
"31140","Louisville/Jefferson County, KY-IN","366","121","189","46","8","2","204","112","58",".",".","121","49","196","."
"33180","Middlesborough, KY","259","163","92","4",".",".","133","74","46",".",".","228",".","31","."
"36980","Owensboro, KY","366","241","99","22","4",".","190","90","44",".","15","198","8","145","."
"37140","Paducah, KY-IL","366","236","101","24","4","1","202","93","44",".","17","213","5","130","1"
"40080","Richmond-Berea, KY","119","96","23",".",".",".","67","54","33",".",".",".",".","119","."
"43700","Somerset, KY","277","214","58","5",".",".","133","71","42",".",".","216",".","61","."
