year,cbsa_code,PM2.5_sample_duration,PM2.5_arithmetic_mean,PM2.5_standard_deviation,PM2.5_ninety_ninth_percentile,PM2.5_seventy_fifth_percentile,Ozone_sample_duration,Ozone_arithmetic_mean,Ozone_standard_deviation,Ozone_ninety_ninth_percentile,Ozone_seventy_fifth_percentile,Carbon_monoxide_sample_duration,Carbon_monoxide_arithmetic_mean,Carbon_monoxide_standard_deviation,Carbon_monoxide_ninety_ninth_percentile,Carbon_monoxide_seventy_fifth_percentile,Sulfur_dioxide_sample_duration,Sulfur_dioxide_arithmetic_mean,Sulfur_dioxide_standard_deviation,Sulfur_dioxide_ninety_ninth_percentile,Sulfur_dioxide_seventy_fifth_percentile,Good,Moderate,Unhealthy for Sensitive Groups,Unhealthy,Very Unhealthy,AQI Maximum,AQI 90th Percentile,AQI Median,# Days CO,# Days NO2,# Days O3,# Days SO2,# Days PM2.5,# Days PM10
2013.0,14500.0,0.0,9.302521595278346,6.005164093942266,29.88395833957444,11.70936836761897,0.0,0.05692975,0.010718375,0.08381249999999998,0.06343750000000001,0.0,0.4404265,0.264044,1.35,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6611111111111111,0.29444444444444445,0.041666666666666664,0.002777777777777778,0.0,151.0,85.5,45.0,0.0,0.0,334.0,0.0,25.0,1.0
2014.0,14500.0,0.0,9.302521595278346,6.005164093942266,29.88395833957444,11.70936836761897,0.0,0.05326175,0.01015025,0.07775,0.059,0.0,0.4404265,0.264044,1.35,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.725,0.2611111111111111,0.013888888888888888,0.0,0.0,126.0,71.0,44.0,0.0,0.0,332.0,0.0,27.0,1.0
2015.0,14500.0,0.0,9.302521595278346,6.005164093942266,29.88395833957444,11.70936836761897,0.0,0.05359150000000001,0.010565166666666665,0.07924999999999999,0.06016666666666668,0.0,0.4404265,0.264044,1.35,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.726027397260274,0.2547945205479452,0.019178082191780823,0.0,0.0,129.0,69.0,44.0,0.0,0.0,335.0,0.0,28.0,2.0
2016.0,14500.0,0.0,9.302521595278346,6.005164093942266,29.88395833957444,11.70936836761897,0.0,0.0480415,0.00936275,0.06975,0.05399999999999999,0.0,0.4404265,0.264044,1.35,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.9313725490196079,0.06862745098039216,0.0,0.0,0.0,97.0,48.0,35.0,0.0,0.0,106.0,0.0,82.0,16.0
2017.0,14500.0,0.0,9.302521595278346,6.005164093942266,29.88395833957444,11.70936836761897,0.0,0.048419000000000004,0.013444749999999998,0.07625,0.058499999999999996,0.0,0.4404265,0.264044,1.35,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6722689075630253,0.2969187675070028,0.03081232492997199,0.0,0.0,149.0,80.0,45.0,0.0,0.0,327.0,0.0,30.0,0.0
2018.0,14500.0,0.0,9.302521595278346,6.005164093942266,29.88395833957444,11.70936836761897,0.0,0.050495000000000005,0.014673,0.0795,0.06125,0.0,0.4404265,0.264044,1.35,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6049723756906077,0.3149171270718232,0.07734806629834254,0.0027624309392265192,0.0,159.0,96.0,45.5,0.0,0.0,282.0,0.0,80.0,0.0
2019.0,14500.0,0.0,9.302521595278346,6.005164093942266,29.88395833957444,11.70936836761897,0.0,0.0475395,0.012460249999999999,0.07200000000000001,0.056499999999999995,0.0,0.4404265,0.264044,1.35,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6219178082191781,0.3643835616438356,0.0136986301369863,0.0,0.0,119.0,74.0,47.0,0.0,0.0,268.0,0.0,97.0,0.0
2005.0,14540.0,1.0,13.784616999999999,7.080337666666668,34.63333333333333,16.633333333333333,0.0,0.0523175,0.013942125,0.079125,0.062875,0.0,0.141818,0.049754,0.2,0.2,0.0,2.826391333333333,2.710725333333334,12.383333333333335,4.233333333333333,0.5972602739726027,0.336986301369863,0.06575342465753424,0.0,0.0,140.0,93.0,46.0,0.0,19.0,252.0,7.0,86.0,1.0
2006.0,14540.0,1.0,11.529960500000001,5.969727499999999,27.450000000000003,15.299999999999999,0.0,0.04850275,0.012225125,0.072875,0.057749999999999996,0.0,0.141818,0.049754,0.2,0.2,0.0,3.873027,2.72678625,15.725,4.8,0.6602739726027397,0.32054794520547947,0.019178082191780823,0.0,0.0,136.0,79.0,43.0,0.0,11.0,267.0,2.0,85.0,0.0
2007.0,14540.0,0.0,12.102727999999999,8.104125333333334,38.43333333333334,15.866666666666667,0.0,0.0524615625,0.0134321875,0.08056249999999998,0.062,0.0,0.141818,0.049754,0.2,0.2,0.0,3.873027,2.72678625,15.725,4.8,0.4712328767123288,0.4328767123287671,0.0958904109589041,0.0,0.0,147.0,100.0,51.0,0.0,0.0,199.0,0.0,166.0,0.0
2008.0,14540.0,0.0,8.949377,5.412339333333333,25.900000000000002,11.466666666666667,0.0,0.049484,0.0113405,0.07200000000000001,0.05925,0.0,0.141818,0.049754,0.2,0.2,0.0,3.873027,2.72678625,15.725,4.8,0.6174863387978142,0.3743169398907104,0.00819672131147541,0.0,0.0,108.0,77.0,45.0,0.0,0.0,231.0,0.0,135.0,0.0
2009.0,14540.0,0.0,8.027522666666668,4.608714666666667,22.066666666666666,10.766666666666666,0.0,0.0404585,0.011056375,0.065875,0.04775,0.0,0.141818,0.049754,0.2,0.2,0.0,1.3601885,1.32949225,5.55,1.8,0.7041095890410959,0.2958904109589041,0.0,0.0,0.0,97.0,61.0,41.0,0.0,0.0,194.0,0.0,171.0,0.0
2010.0,14540.0,0.0,8.512915999999999,4.495627,21.099999999999998,11.133333333333333,0.0,0.050110999999999996,0.01037225,0.07325000000000001,0.058124999999999996,0.0,0.18254150000000002,0.0393025,0.2,0.2,0.0,1.8087597499999999,1.785902,8.775,2.5,0.6054794520547945,0.3780821917808219,0.01643835616438356,0.0,0.0,126.0,74.0,46.0,0.0,0.0,235.0,0.0,130.0,0.0
2011.0,14540.0,0.0,8.767556666666666,5.3427240000000005,26.333333333333332,11.366666666666667,0.0,0.04810687499999999,0.01134425,0.07175000000000001,0.056124999999999994,0.0,0.1748355,0.0470585,0.3,0.2,0.0,1.45426375,1.4192712500000002,6.875,1.85,0.6027397260273972,0.3863013698630137,0.010958904109589041,0.0,0.0,108.0,74.0,46.0,0.0,0.0,235.0,0.0,130.0,0.0
2012.0,14540.0,0.0,6.836193,3.9588795999999995,19.02,9.0,0.0,0.05006725,0.011398,0.07649999999999998,0.05741666666666665,0.0,0.163965,0.0393815,0.2215,0.191,0.0,1.10586275,1.1474745,5.3,1.4500000000000002,0.6857923497267759,0.2677595628415301,0.04371584699453552,0.00273224043715847,0.0,161.0,77.0,44.0,0.0,0.0,289.0,0.0,77.0,0.0
2013.0,14540.0,0.0,6.980688,4.505934333333333,22.766666666666666,8.833333333333334,0.0,0.04460675,0.009035875,0.065875,0.051000000000000004,0.0,0.14671499999999998,0.040727,0.21400000000000002,0.184,0.0,1.07970275,1.17085225,5.525,1.425,0.7698630136986301,0.2273972602739726,0.0027397260273972603,0.0,0.0,105.0,61.0,41.0,0.0,0.0,236.0,0.0,129.0,0.0
2014.0,14540.0,0.0,7.038667,4.112438,20.03333333333333,9.033333333333333,0.0,0.045404,0.010375625,0.067125,0.053,0.0,0.1537465,0.0400525,0.2175,0.186,0.0,1.151408,1.3016912500000002,6.1000000000000005,1.475,0.7808219178082192,0.2191780821917808,0.0,0.0,0.0,100.0,62.0,40.0,0.0,0.0,264.0,0.0,101.0,0.0
2015.0,14540.0,0.0,6.869427000000001,3.6565473333333336,18.099999999999998,8.700000000000001,0.0,0.042264499999999997,0.010201625,0.06525,0.049125,0.0,0.159199,0.038991,0.21650000000000003,0.1885,0.0,0.6781834,0.8350112,4.119999999999999,0.82,0.8547945205479452,0.14520547945205478,0.0,0.0,0.0,90.0,54.0,38.0,1.0,0.0,252.0,1.0,111.0,0.0
2016.0,14540.0,0.0,8.457525,3.742441,20.533333333333335,10.333333333333334,0.0,0.04324775,0.009978999999999998,0.06575,0.0505,0.0,0.162788,0.038401500000000005,0.22,0.1885,0.0,0.2500998,0.398645,1.7600000000000002,0.4,0.7759562841530054,0.22404371584699453,0.0,0.0,0.0,97.0,58.0,42.0,0.0,0.0,178.0,0.0,188.0,0.0
2017.0,14540.0,0.0,8.3096184,3.7071448000000005,19.46,10.180000000000001,0.0,0.0430695,0.009248375,0.06425,0.049625,0.0,0.1610715,0.039643,0.218,0.19,0.0,0.20735520000000002,0.36197979999999996,1.6800000000000002,0.33999999999999997,0.7424657534246575,0.25753424657534246,0.0,0.0,0.0,87.0,56.0,42.0,0.0,0.0,158.0,0.0,207.0,0.0
2018.0,14540.0,0.0,8.482102999999999,4.0401532,20.04,10.34,0.0,0.041910750000000004,0.009724625,0.063125,0.0485,0.0,0.156669,0.041364,0.2255,0.1865,0.0,0.24669820000000003,0.4163203999999999,2.08,0.32,0.7671232876712328,0.2328767123287671,0.0,0.0,0.0,100.0,60.0,40.0,0.0,0.0,153.0,0.0,212.0,0.0
2019.0,14540.0,0.0,7.348987600000001,3.0255658000000003,15.919999999999998,9.08,0.0,0.044662125000000004,0.00900425,0.060875,0.051500000000000004,0.0,0.165828,0.0402165,0.21450000000000002,0.1905,0.0,0.2852914,0.29846739999999994,1.36,0.4,0.7342465753424657,0.26575342465753427,0.0,0.0,0.0,77.0,58.0,43.0,0.0,0.0,201.0,0.0,164.0,0.0
2005.0,14740.0,0.0,7.9291435,6.9623715,36.8,8.9,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.8282548476454293,0.16897506925207756,0.002770083102493075,0.0,0.0,102.0,59.0,24.0,0.0,0.0,0.0,0.0,361.0,0.0
2006.0,14740.0,0.0,7.9291435,6.9623715,36.8,8.9,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.8282548476454293,0.16897506925207756,0.002770083102493075,0.0,0.0,102.0,59.0,24.0,0.0,0.0,0.0,0.0,361.0,0.0
2007.0,14740.0,0.0,7.9291435,6.9623715,36.8,8.9,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.8282548476454293,0.16897506925207756,0.002770083102493075,0.0,0.0,102.0,59.0,24.0,0.0,0.0,0.0,0.0,361.0,0.0
2008.0,14740.0,0.0,6.74104,6.2059225,33.2,8.100000000000001,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.8831168831168831,0.11688311688311688,0.0,0.0,0.0,87.0,52.0,22.0,0.0,0.0,0.0,0.0,308.0,0.0
2009.0,14740.0,0.0,8.270821,8.7430155,44.4,9.8,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.8230337078651685,0.16573033707865167,0.011235955056179775,0.0,0.0,126.0,59.0,25.0,0.0,0.0,0.0,0.0,356.0,0.0
2010.0,14740.0,0.0,6.4709935000000005,7.2443145,39.35,7.15,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.8778409090909091,0.12215909090909091,0.0,0.0,0.0,89.0,54.0,18.0,0.0,0.0,0.0,0.0,352.0,0.0
2011.0,14740.0,0.0,6.3505675,5.9549825,31.1,7.2,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.889196675900277,0.10803324099722991,0.002770083102493075,0.0,0.0,110.0,52.0,20.0,0.0,0.0,0.0,0.0,361.0,0.0
2012.0,14740.0,0.0,7.0423115,5.944853,28.5,8.4,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.9463722397476341,0.05362776025236593,0.0,0.0,0.0,68.0,41.0,19.0,0.0,0.0,0.0,0.0,317.0,0.0
2013.0,14740.0,0.0,7.0423115,5.944853,28.5,8.4,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.9770773638968482,0.022922636103151862,0.0,0.0,0.0,75.0,40.0,17.0,0.0,0.0,0.0,0.0,349.0,0.0
2014.0,14740.0,0.0,7.0423115,5.944853,28.5,8.4,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.9779005524861878,0.022099447513812154,0.0,0.0,0.0,70.0,34.0,17.0,0.0,0.0,0.0,0.0,362.0,0.0
2015.0,14740.0,0.0,7.0423115,5.944853,28.5,8.4,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.9748603351955307,0.025139664804469275,0.0,0.0,0.0,82.0,33.0,18.0,0.0,0.0,0.0,0.0,358.0,0.0
2016.0,14740.0,0.0,7.0423115,5.944853,28.5,8.4,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.9971988795518207,0.0028011204481792717,0.0,0.0,0.0,55.0,26.0,16.0,0.0,0.0,0.0,0.0,357.0,0.0
2017.0,14740.0,0.0,7.0423115,5.944853,28.5,8.4,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.95,0.03611111111111111,0.013888888888888888,0.0,0.0,144.0,34.5,14.5,0.0,0.0,0.0,0.0,360.0,0.0
2018.0,14740.0,0.0,7.0423115,5.944853,28.5,8.4,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.9541547277936963,0.03151862464183381,0.0057306590257879654,0.008595988538681949,0.0,172.0,34.0,12.0,0.0,0.0,0.0,0.0,349.0,0.0
2019.0,14740.0,0.0,7.0423115,5.944853,28.5,8.4,0.0,0.04444971450181684,0.011767964503664468,0.07222004557803402,0.05265025098824992,0.0,0.3501192548139136,0.207270295352055,1.0747732612700986,0.4262643411259452,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.9941176470588236,0.0058823529411764705,0.0,0.0,0.0,75.0,35.0,18.0,0.0,0.0,0.0,0.0,340.0,0.0
2005.0,14860.0,0.0,8.033475750000001,6.3614765,29.3,10.725,0.0,0.0520835625,0.0178536875,0.10550000000000001,0.060375,0.0,0.7606615,0.3427245,1.9500000000000002,0.9,0.0,5.912844150000001,4.9530018,22.795,7.9449999999999985,0.6465753424657534,0.2547945205479452,0.0547945205479452,0.03287671232876712,0.010958904109589041,205.0,99.0,44.0,1.0,81.0,157.0,55.0,71.0,0.0
2006.0,14860.0,0.0,8.033475750000001,6.3614765,29.3,10.725,0.0,0.049710562500000006,0.01787375,0.1090625,0.05875,0.0,0.6407689999999999,0.3114475,1.75,0.8,0.0,4.19968725,4.3667806250000005,20.05625,5.606249999999999,0.7095890410958904,0.21095890410958903,0.049315068493150684,0.024657534246575342,0.005479452054794521,215.0,90.0,42.0,1.0,108.0,160.0,26.0,70.0,0.0
2007.0,14860.0,0.0,8.033475750000001,6.3614765,29.3,10.725,0.0,0.050650875,0.017308125,0.1005625,0.0618125,0.0,0.5341816666666666,0.21651433333333328,1.236,0.6333333333333333,0.0,3.84392275,3.7482018750000003,17.1625,5.1,0.5780821917808219,0.3178082191780822,0.07397260273972603,0.0273972602739726,0.0027397260273972603,203.0,108.0,46.0,1.0,41.0,151.0,16.0,155.0,1.0
2008.0,14860.0,0.0,8.033475750000001,6.3614765,29.3,10.725,0.0,0.0510870625,0.0153241875,0.1006875,0.058312499999999996,0.0,0.3643585,0.18507050000000003,1.01975,0.44975,0.0,2.916437375,3.3346464375,15.018749999999999,4.0,0.6038251366120219,0.3114754098360656,0.06284153005464481,0.02185792349726776,0.0,200.0,93.0,44.5,0.0,43.0,148.0,2.0,173.0,0.0
2009.0,14860.0,0.0,8.033475750000001,6.3614765,29.3,10.725,0.0,0.04555175,0.013519875,0.083375,0.053625000000000006,0.0,0.35271725000000004,0.1725805,1.0025,0.4425,0.0,2.726368,3.7014601249999997,17.625,3.5,0.6958904109589041,0.27123287671232876,0.03287671232876712,0.0,0.0,150.0,80.0,40.0,1.0,43.0,159.0,1.0,160.0,1.0
2010.0,14860.0,0.0,8.033475750000001,6.3614765,29.3,10.725,0.0,0.0510223125,0.014716625,0.08956249999999999,0.0600625,0.0,0.341337,0.1818785,0.9875,0.4375,0.0,1.7862427999999997,2.1900448,11.069999999999999,2.0799999999999996,0.6575342465753424,0.26301369863013696,0.0684931506849315,0.010958904109589041,0.0,179.0,93.0,43.0,1.0,57.0,164.0,3.0,140.0,0.0
2011.0,14860.0,0.0,8.033475750000001,6.3614765,29.3,10.725,0.0,0.0490255,0.015014562499999998,0.0953125,0.055812499999999994,0.0,0.315394,0.19261100000000003,1.1749999999999998,0.3825,0.0,1.9228650999999999,3.0618363,15.36,2.0200000000000005,0.7479452054794521,0.19726027397260273,0.03287671232876712,0.021917808219178082,0.0,190.0,80.0,39.0,33.0,86.0,165.0,12.0,69.0,0.0
2012.0,14860.0,0.0,8.033475750000001,6.3614765,29.3,10.725,0.0,0.0518500625,0.0159324375,0.09662499999999999,0.059125,0.0,0.29931975,0.14798975,0.895,0.35000000000000003,0.0,1.3073102,1.5817723000000001,7.6899999999999995,1.5999999999999999,0.644808743169399,0.27595628415300544,0.05191256830601093,0.0273224043715847,0.0,179.0,90.0,44.0,0.0,17.0,170.0,0.0,178.0,1.0
2013.0,14860.0,0.0,10.923793,7.506400000000001,35.55,14.125,0.0,0.050915,0.014150312499999998,0.0925,0.057874999999999996,0.0,0.3332925,0.17427425000000002,0.97,0.40249999999999997,0.0,1.1680568,1.4428446000000001,6.94,1.42,0.536986301369863,0.39452054794520547,0.052054794520547946,0.01643835616438356,0.0,185.0,91.0,48.0,0.0,16.0,119.0,0.0,230.0,0.0
2014.0,14860.0,0.0,9.27335,6.760055,35.35,11.75,0.0,0.0490783125,0.013137125,0.0870625,0.055937499999999994,0.0,0.361815,0.183198,1.06,0.42000000000000004,0.0,1.5520448,1.4164423000000004,6.25,1.9899999999999998,0.5808219178082191,0.38082191780821917,0.03287671232876712,0.005479452054794521,0.0,164.0,84.0,48.0,0.0,10.0,153.0,0.0,202.0,0.0
2015.0,14860.0,0.0,9.974475,6.749848999999999,33.1,12.3,0.0,0.0509514375,0.0148091875,0.0940625,0.0595,0.0,0.38542600000000005,0.202675,1.1545,0.491,0.0,0.5375989999999999,0.7315574,3.7600000000000002,0.64,0.5863013698630137,0.3315068493150685,0.06575342465753424,0.01643835616438356,0.0,177.0,93.0,46.0,2.0,0.0,143.0,0.0,220.0,0.0
2016.0,14860.0,0.0,9.974475,6.749848999999999,33.1,12.3,0.0,0.0518741,0.015244549999999999,0.0945,0.060299999999999986,0.0,0.359464,0.184896,1.0565,0.4225,0.0,0.4880603,0.49070159999999996,2.21,0.61,0.6092896174863388,0.32786885245901637,0.04371584699453552,0.01912568306010929,0.0,185.0,87.0,45.0,0.0,0.0,163.0,0.0,203.0,0.0
2017.0,14860.0,0.0,9.974475,6.749848999999999,33.1,12.3,0.0,0.046343249999999996,0.013255625,0.088625,0.052250000000000005,0.0,0.3439395,0.16941699999999998,0.9724999999999999,0.4145,0.0,0.3831158,0.4023413999999999,1.8200000000000003,0.5399999999999999,0.7315068493150685,0.22465753424657534,0.03287671232876712,0.010958904109589041,0.0,179.0,74.0,42.0,0.0,10.0,169.0,0.0,186.0,0.0
2018.0,14860.0,0.0,9.974475,6.749848999999999,33.1,12.3,0.0,0.0475185625,0.015181125,0.092125,0.05499999999999999,0.0,0.34213800000000005,0.1664425,0.9285,0.4145,0.0,0.3520912,0.455513,2.4199999999999995,0.38,0.7068493150684931,0.2356164383561644,0.038356164383561646,0.019178082191780823,0.0,185.0,80.0,41.0,0.0,18.0,193.0,0.0,154.0,0.0
2019.0,14860.0,0.0,9.974475,6.749848999999999,33.1,12.3,0.0,0.048031625,0.012373937500000001,0.086875,0.0533125,0.0,0.322218,0.174536,0.9624999999999999,0.401,0.0,0.2980022,0.2938774,1.4600000000000002,0.38,0.7178082191780822,0.22465753424657534,0.049315068493150684,0.00821917808219178,0.0,161.0,77.0,43.0,0.0,8.0,186.0,0.0,170.0,1.0
2005.0,15180.0,0.0,11.097621,6.338507,37.349999999999994,13.4,0.0,0.0367025,0.014169000000000001,0.06825,0.046,0.0,0.3802995,0.178908,0.95,0.4,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6121883656509696,0.3767313019390582,0.0110803324099723,0.0,0.0,133.0,70.0,45.0,1.0,0.0,93.0,0.0,265.0,2.0
2006.0,15180.0,0.0,10.864575,6.24119,32.55,13.75,0.0,0.034142,0.012868,0.066,0.042,0.0,0.459262,0.16476849999999998,0.9,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6356164383561644,0.36164383561643837,0.0027397260273972603,0.0,0.0,101.0,68.0,43.0,1.0,0.0,113.0,0.0,225.0,26.0
2007.0,15180.0,0.0,9.932444333333333,4.750421666666667,23.0,12.666666666666666,0.0,0.03170675,0.0122775,0.05975,0.041,0.0,0.3664115,0.20178249999999998,0.8500000000000001,0.5,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6528925619834711,0.3443526170798898,0.0027548209366391185,0.0,0.0,101.0,65.0,43.0,3.0,0.0,74.0,0.0,282.0,4.0
2008.0,15180.0,0.0,11.740550333333333,6.158103666666666,32.73333333333333,14.833333333333334,0.0,0.03373325,0.012751499999999999,0.07025,0.041,0.0,0.095718,0.111081,0.55,0.1,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6049723756906077,0.3867403314917127,0.008287292817679558,0.0,0.0,112.0,68.0,45.0,2.0,0.0,96.0,0.0,264.0,0.0
2009.0,15180.0,0.0,10.986212666666667,5.916229,27.666666666666668,14.166666666666666,0.0,0.03397975,0.01238175,0.061,0.044,0.0,0.09978000000000001,0.100912,0.45,0.1,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6547945205479452,0.3452054794520548,0.0,0.0,0.0,88.0,68.0,44.0,0.0,0.0,107.0,0.0,255.0,3.0
2010.0,15180.0,0.0,9.915941333333334,5.122608333333333,24.666666666666668,12.566666666666668,0.0,0.03611975,0.0123415,0.06925,0.044,0.0,0.13046,0.0946845,0.45,0.2,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.7091412742382271,0.2853185595567867,0.00554016620498615,0.0,0.0,105.0,64.0,42.0,4.0,0.0,148.0,0.0,208.0,1.0
2011.0,15180.0,0.0,10.817860666666668,6.111078666666667,30.46666666666667,13.966666666666667,0.0,0.0353445,0.01210025,0.06675,0.043000000000000003,0.0,0.1346615,0.08774,0.45,0.2,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6821917808219178,0.3150684931506849,0.0027397260273972603,0.0,0.0,104.0,68.0,43.0,1.0,0.0,107.0,0.0,256.0,1.0
2012.0,15180.0,0.0,10.152754333333334,5.031194999999999,25.666666666666668,12.233333333333334,0.0,0.036084625,0.009319375000000001,0.057749999999999996,0.042624999999999996,0.0,0.08787,0.075973,0.35,0.1,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.7185792349726776,0.2814207650273224,0.0,0.0,0.0,85.0,61.0,43.0,0.0,0.0,134.0,0.0,220.0,12.0
2013.0,15180.0,0.0,9.2789884,5.5815068,27.879999999999995,11.180000000000001,0.0,0.0349755,0.011878375,0.061125,0.044125,0.0,0.1532685,0.088668,0.45,0.2,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6986301369863014,0.3013698630136986,0.0,0.0,0.0,95.0,67.0,42.0,0.0,0.0,166.0,0.0,199.0,0.0
2014.0,15180.0,0.0,9.73275875,5.7052115,28.8,12.05,0.0,0.032592750000000004,0.011127,0.0605,0.040999999999999995,0.0,0.1296995,0.0896485,0.45,0.2,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6876712328767123,0.31232876712328766,0.0,0.0,0.0,99.0,66.0,43.0,0.0,0.0,131.0,0.0,234.0,0.0
2015.0,15180.0,0.0,9.596709,6.39416175,31.775,11.875,0.0,0.03069425,0.0110115,0.060375,0.0385,0.0,0.233085,0.161258,0.6499999999999999,0.4,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.6904109589041096,0.3041095890410959,0.005479452054794521,0.0,0.0,108.0,67.0,42.0,0.0,0.0,134.0,0.0,231.0,0.0
2016.0,15180.0,0.0,9.391778250000002,5.915297,29.474999999999998,11.925,0.0,0.032133,0.010311250000000001,0.05512499999999999,0.040374999999999994,0.0,0.3452365,0.1049085,0.6499999999999999,0.4,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.7568306010928961,0.23770491803278687,0.00546448087431694,0.0,0.0,110.0,63.0,39.5,0.0,0.0,166.0,0.0,200.0,0.0
2017.0,15180.0,0.0,8.2211175,4.527485,25.45,9.95,0.0,0.032871250000000005,0.0116635,0.06,0.041499999999999995,0.0,0.3728745,0.0997885,0.6499999999999999,0.4,0.0,2.4754470472315697,3.1962645085076433,15.287769633498183,2.993506700596341,0.8383561643835616,0.16164383561643836,0.0,0.0,0.0,87.0,57.0,38.0,0.0,0.0,212.0,0.0,153.0,0.0
